"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Fiore A.; Russo A.; Gravino C.; Risi M.","Fiore, Andrea (57340207800); Russo, Alfonso (57339997000); Gravino, Carmine (8931993900); Risi, Michele (9275600300)","57340207800; 57339997000; 8931993900; 9275600300","Combining CNN with DS3for Detecting Bug-prone Modules in Cross-version Projects","2021","Proceedings - 2021 47th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2021","","","","91","98","7","4","10.1109/SEAA53835.2021.00021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119212656&doi=10.1109%2fSEAA53835.2021.00021&partnerID=40&md5=1e9e48bae2a2eb7c147ad4a618642068","Conference paper","Final","","Scopus","2-s2.0-85119212656"
"Akimova E.N.; Bersenev A.Y.; Deikov A.A.; Kobylkin K.S.; Konygin A.V.; Mezentsev I.P.; Misilov V.E.","Akimova, Elena N. (15838749500); Bersenev, Alexander Yu. (57192681000); Deikov, Artem A. (57220986050); Kobylkin, Konstantin S. (6507547261); Konygin, Anton V. (18434202700); Mezentsev, Ilya P. (57204975849); Misilov, Vladimir E. (55761334100)","15838749500; 57192681000; 57220986050; 6507547261; 18434202700; 57204975849; 55761334100","PyTraceBugs: A Large Python Code Dataset for Supervised Machine Learning in Software Defect Prediction","2021","Proceedings - Asia-Pacific Software Engineering Conference, APSEC","2021-December","","","141","151","10","11","10.1109/APSEC53868.2021.00022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126220287&doi=10.1109%2fAPSEC53868.2021.00022&partnerID=40&md5=f5fb2b86dce1dc37f940a6123cf6d0d5","Conference paper","Final","","Scopus","2-s2.0-85126220287"
"Goel L.; Sharma M.; Khatri S.K.; Damodaran D.","Goel, Lipika (56973748500); Sharma, Mayank (7403264732); Khatri, Sunil Kumar (7004522901); Damodaran, D. (56063788000)","56973748500; 7403264732; 7004522901; 56063788000","An empirical analysis of the statistical learning models for different categories of cross-project defect prediction","2021","International Journal of Computer Aided Engineering and Technology","14","2","","278","291","13","1","10.1504/IJCAET.2021.113549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102587077&doi=10.1504%2fIJCAET.2021.113549&partnerID=40&md5=99803b9b53851bb0642ea53d36a4ff15","Article","Final","","Scopus","2-s2.0-85102587077"
"Ardimento P.; Aversano L.; Bernardi M.L.; Cimitile M.","Ardimento, Pasquale (12797261100); Aversano, Lerina (6701736448); Bernardi, Mario Luca (57195515766); Cimitile, Marta (23392132800)","12797261100; 6701736448; 57195515766; 23392132800","Temporal convolutional networks for just-in-Time software defect prediction","2020","ICSOFT 2020 - Proceedings of the 15th International Conference on Software Technologies","","","","384","393","9","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091800167&partnerID=40&md5=9989e17f3841c238b809ed7bf3c91953","Conference paper","Final","","Scopus","2-s2.0-85091800167"
"Kawalerowicz M.; Madeyski L.","Kawalerowicz, Marcin (55917469500); Madeyski, Lech (14045220900)","55917469500; 14045220900","Jaskier: A Supporting Software Tool for Continuous Build Outcome Prediction Practice","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12799 LNAI","","","426","438","12","3","10.1007/978-3-030-79463-7_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112711831&doi=10.1007%2f978-3-030-79463-7_36&partnerID=40&md5=1f2e50c5ce41d3a2bd3dc65d605429e4","Conference paper","Final","","Scopus","2-s2.0-85112711831"
"Miholca D.-L.; Czibula G.; Tomescu V.","Miholca, Diana-Lucia (57105503900); Czibula, Gabriela (24829228400); Tomescu, Vlad (57217586066)","57105503900; 24829228400; 57217586066","CoMET: A conceptual coupling based metrics suite for software defect prediction","2020","Procedia Computer Science","176","","","31","40","9","7","10.1016/j.procs.2020.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093362635&doi=10.1016%2fj.procs.2020.08.004&partnerID=40&md5=90a17b2596ec1edb3eae8b3d2947e3e6","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85093362635"
"Singh S.; Singla R.","Singh, Satwinder (7407874009); Singla, Rozy (57191277545)","7407874009; 57191277545","Defect prediction model of static code features for cross-company and cross-project software","2021","International Journal of Information Technology (Singapore)","13","2","","667","675","8","3","10.1007/s41870-018-0262-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095424038&doi=10.1007%2fs41870-018-0262-5&partnerID=40&md5=84539f5916a6c7d17d97844b481b37ad","Article","Final","","Scopus","2-s2.0-85095424038"
"Rhmann W.; Ansari G.A.","Rhmann, Wasiur (57207355961); Ansari, Gufran Ahmad (57188651550)","57207355961; 57188651550","Ensemble techniques-based software fault prediction in an open-source project","2020","International Journal of Open Source Software and Processes","11","2","","33","48","15","5","10.4018/IJOSSP.2020040103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093877092&doi=10.4018%2fIJOSSP.2020040103&partnerID=40&md5=f0e73c9a10a2eb17b94c2b0ed2161cc3","Article","Final","","Scopus","2-s2.0-85093877092"
"Shakhovska N.; Yakovyna V.; Kryvinska N.","Shakhovska, Natalya (42962320400); Yakovyna, Vitaliy (6602569305); Kryvinska, Natalia (6507487726)","42962320400; 6602569305; 6507487726","An improved software defect prediction algorithm using self-organizing maps combined with hierarchical clustering and data preprocessing","2020","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12391 LNCS","","","414","424","10","25","10.1007/978-3-030-59003-1_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091483684&doi=10.1007%2f978-3-030-59003-1_27&partnerID=40&md5=40931c03682482212bf6145b950ef9f7","Conference paper","Final","","Scopus","2-s2.0-85091483684"
"Malhotra R.; Nishant; Gurha S.; Rathi V.","Malhotra, Ruchika (15758058000); Nishant (58636152700); Gurha, Spandun (57222726018); Rathi, Vishal (57524778800)","15758058000; 58636152700; 57222726018; 57524778800","Application of particle swarm optimization for software defect prediction using object oriented metrics","2021","Proceedings of the Confluence 2021: 11th International Conference on Cloud Computing, Data Science and Engineering","","","9377116","88","93","5","10","10.1109/Confluence51648.2021.9377116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103826746&doi=10.1109%2fConfluence51648.2021.9377116&partnerID=40&md5=f8928285032cfc139a0a482493ea4e64","Conference paper","Final","","Scopus","2-s2.0-85103826746"
"Wei S.; Mo R.; Xiong P.; Zhang S.; Zhao Y.; Li Z.","Wei, Shaozhi (57218866724); Mo, Ran (55892902900); Xiong, Pu (57361336200); Zhang, Siyuan (57285373200); Zhao, Yang (57312559800); Li, Zengyang (46061313300)","57218866724; 55892902900; 57361336200; 57285373200; 57312559800; 46061313300","Predicting and Monitoring Bug-Proneness at the Feature Level","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13071 LNCS","","","201","218","17","0","10.1007/978-3-030-91265-9_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120531007&doi=10.1007%2f978-3-030-91265-9_11&partnerID=40&md5=ef1be7d1eb35db3143e9352e94c6dae3","Conference paper","Final","","Scopus","2-s2.0-85120531007"
