"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ali R.; Ashraf I.; Bashir A.K.; Zikria Y.B.","Ali, Rashid (57193622464); Ashraf, Imran (57195478761); Bashir, Ali Kashif (57193954653); Zikria, Yousaf Bin (24825945700)","57193622464; 57195478761; 57193954653; 24825945700","Reinforcement-Learning-Enabled Massive Internet of Things for 6G Wireless Communications","2021","IEEE Communications Standards Magazine","5","2","9464923","126","131","5","22","10.1109/MCOMSTD.001.2000055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112511429&doi=10.1109%2fMCOMSTD.001.2000055&partnerID=40&md5=1d16584f8bfed89ee9aed0ed7a7332e5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112511429"
"Yoon J.-S.; Lee S.; Yun H.; Baek R.-H.","Yoon, Jun-Sik (55388891300); Lee, Seunghwan (57203128280); Yun, Hyeok (57214131657); Baek, Rock-Hyun (24467466500)","55388891300; 57203128280; 57214131657; 24467466500","Digital/Analog Performance Optimization of Vertical Nanowire FETs Using Machine Learning","2021","IEEE Access","9","","9354625","29071","29077","6","24","10.1109/ACCESS.2021.3059475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100942573&doi=10.1109%2fACCESS.2021.3059475&partnerID=40&md5=ba48fece3dc978d6b669b9e751977c25","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85100942573"
"Jaurigue L.; Robertson E.; Wolters J.; Lüdge K.","Jaurigue, Lina (56205531300); Robertson, Elizabeth (57304091700); Wolters, Janik (35174102400); Lüdge, Kathy (6603218498)","56205531300; 57304091700; 35174102400; 6603218498","Reservoir computing with delayed input for fast and easy optimisation","2021","Entropy","23","12","1560","","","","36","10.3390/e23121560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119984631&doi=10.3390%2fe23121560&partnerID=40&md5=f21e61c7d0952ce147d7f6b174382674","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85119984631"
"Bykov E.; Protasenko E.; Kobzev V.","Bykov, Egor (57364252600); Protasenko, Evgeny (57364760200); Kobzev, Vladimir (57364507800)","57364252600; 57364760200; 57364507800","How Deep Learning Model Architecture and Software Stack Impacts Training Performance in the Cloud","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13000 LNCS","","","109","121","12","0","10.1007/978-3-030-89385-9_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120689368&doi=10.1007%2f978-3-030-89385-9_7&partnerID=40&md5=c74ffe63ff28275c0a7a6704b474f09f","Conference paper","Final","","Scopus","2-s2.0-85120689368"
"Yamaguchi A.; Maya S.; Ueno K.","Yamaguchi, Akihiro (55722969000); Maya, Shigeru (57204724979); Ueno, Ken (36865803200)","55722969000; 57204724979; 36865803200","RLTS: Robust Learning Time-Series Shapelets","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12457 LNAI","","","595","611","16","3","10.1007/978-3-030-67658-2_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103238813&doi=10.1007%2f978-3-030-67658-2_34&partnerID=40&md5=8e63e6927baa361c03189c18091b107a","Conference paper","Final","","Scopus","2-s2.0-85103238813"
"Burchard L.; Cai X.; Langguth J.","Burchard, Luk (57221995810); Cai, Xing (7401847836); Langguth, Johannes (36611641700)","57221995810; 7401847836; 36611641700","IPUG for Multiple Graphcore IPUs: Optimizing Performance and Scalability of Parallel Breadth-First Search","2021","Proceedings - 2021 IEEE 28th International Conference on High Performance Computing, Data, and Analytics, HiPC 2021","","","","162","171","9","7","10.1109/HiPC53243.2021.00030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125662455&doi=10.1109%2fHiPC53243.2021.00030&partnerID=40&md5=d69ba417cfd2fbd41b2a884fddd00ca0","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85125662455"
"Kukliński S.; Tomaszewski L.; Chochliouros I.P.; Verikoukis C.; Kołakowski R.; Spiliopoulou A.S.; Kostopoulos A.","Kukliński, Sławomir (6507083219); Tomaszewski, Lechosław (57203150483); Chochliouros, Ioannis P. (35585314700); Verikoukis, Christos (16176716900); Kołakowski, Robert (57217109228); Spiliopoulou, Anastasia S. (55890802700); Kostopoulos, Alexandros (14056229500)","6507083219; 57203150483; 35585314700; 16176716900; 57217109228; 55890802700; 14056229500","A Novel Architectural Approach for the Provision of Scalable and Automated Network Slice Management, in 5G and Beyond","2021","IFIP Advances in Information and Communication Technology","628","","","39","51","12","2","10.1007/978-3-030-79157-5_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112617800&doi=10.1007%2f978-3-030-79157-5_4&partnerID=40&md5=f1d3709ebd4c0fd8e721175cbf2144dc","Conference paper","Final","","Scopus","2-s2.0-85112617800"
"EL Mazgualdi C.; Masrour T.; El Hassani I.; Khdoudi A.","EL Mazgualdi, Choumicha (57215896587); Masrour, Tawfik (55920615900); El Hassani, Ibtissam (55560747300); Khdoudi, Abdelmoula (57215898091)","57215896587; 55920615900; 55560747300; 57215898091","Machine learning for KPIs prediction: a case study of the overall equipment effectiveness within the automotive industry","2021","Soft Computing","25","4","","2891","2909","18","28","10.1007/s00500-020-05348-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092091929&doi=10.1007%2fs00500-020-05348-y&partnerID=40&md5=2b43a665eeafdd5504ff7fee83f0015e","Article","Final","","Scopus","2-s2.0-85092091929"
"Cao Q.; Lei Q.; Wu H.; Gao W.","Cao, Qinglong (57672703900); Lei, Qiao (50661703700); Wu, Hao (55765508800); Gao, Wenjing (57674081400)","57672703900; 50661703700; 55765508800; 57674081400","Preparation and performance optimization of whey protein isolate pullulan composite aerogel; [乳清分离蛋白-普鲁兰多糖复合气凝胶的制备及性能优化]","2021","Food and Fermentation Industries","47","16","","181","187","6","3","10.13995/j.cnki.11-1802/ts.026389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129714103&doi=10.13995%2fj.cnki.11-1802%2fts.026389&partnerID=40&md5=8b7fbf1091d99d97da9b6f7ddece7d3c","Article","Final","","Scopus","2-s2.0-85129714103"
"Plagwitz P.; Hannig F.; Strobel M.; Strohmeyer C.; Teich J.","Plagwitz, Patrick (57215564149); Hannig, Frank (6602533567); Strobel, Martin (57224476954); Strohmeyer, Christoph (57192235477); Teich, Jurgen (7005076708)","57215564149; 6602533567; 57224476954; 57192235477; 7005076708","A Safari through FPGA-based Neural Network Compilation and Design Automation Flows","2021","Proceedings - 29th IEEE International Symposium on Field-Programmable Custom Computing Machines, FCCM 2021","","","9444092","10","19","9","18","10.1109/FCCM51124.2021.00010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107682484&doi=10.1109%2fFCCM51124.2021.00010&partnerID=40&md5=fbeb9605c00fa302f7519c6a338a28dd","Conference paper","Final","","Scopus","2-s2.0-85107682484"
