"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Balogun A.O.; Basri S.; Mahamad S.; Capretz L.F.; Imam A.A.; Almomani M.A.; Adeyemo V.E.; Kumar G.","Balogun, Abdullateef O. (57218115934); Basri, Shuib (36536436600); Mahamad, Saipunidzam (36727721600); Capretz, Luiz Fernando (6602660867); Imam, Abdullahi Abubakar (56879962600); Almomani, Malek A. (56600532600); Adeyemo, Victor E. (57212755365); Kumar, Ganesh (57213515845)","57218115934; 36536436600; 36727721600; 6602660867; 56879962600; 56600532600; 57212755365; 57213515845","A novel rank aggregation-based hybrid multifilter wrapper feature selection method in software defect prediction","2021","Computational Intelligence and Neuroscience","2021","","5069016","","","","19","10.1155/2021/5069016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120783023&doi=10.1155%2f2021%2f5069016&partnerID=40&md5=d6b075b06b985073874288dd2ddbca1a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85120783023"
"Kumar L.; Misra S.; Rath S.K.","Kumar, Lov (56120791500); Misra, Sanjay (56962766700); Rath, Santanu Ku. (55428272300)","56120791500; 56962766700; 55428272300","An empirical analysis of the effectiveness of software metrics and fault prediction model for identifying faulty classes","2017","Computer Standards and Interfaces","53","","","1","32","31","59","10.1016/j.csi.2017.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014063875&doi=10.1016%2fj.csi.2017.02.003&partnerID=40&md5=54444f08395563f7f3b13de84319b119","Article","Final","","Scopus","2-s2.0-85014063875"
"Shakhovska N.; Yakovyna V.","Shakhovska, Natalya (42962320400); Yakovyna, Vitaliy (6602569305)","42962320400; 6602569305","Feature Selection and Software Defect Prediction by Different Ensemble Classifiers","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12923 LNCS","","","307","313","6","8","10.1007/978-3-030-86472-9_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115153308&doi=10.1007%2f978-3-030-86472-9_28&partnerID=40&md5=df8a443eb4e2b417ced9ae8b1e6dde85","Conference paper","Final","","Scopus","2-s2.0-85115153308"
"Kabir M.A.; Keung J.; Turhan B.; Bennin K.E.","Kabir, Md Alamgir (35846631900); Keung, Jacky (6603066702); Turhan, Burak (21744228000); Bennin, Kwabena Ebo (56703287000)","35846631900; 6603066702; 21744228000; 56703287000","Inter-release defect prediction with feature selection using temporal chunk-based learning: An empirical study","2021","Applied Soft Computing","113","","107870","","","","11","10.1016/j.asoc.2021.107870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115035790&doi=10.1016%2fj.asoc.2021.107870&partnerID=40&md5=7d7e583792155123b990c5c1cd7b8f71","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85115035790"
"Chen J.; Kudjo P.K.; Mensah S.; Brown S.A.; Akorfu G.","Chen, Jinfu (56485257600); Kudjo, Patrick Kwaku (57195678643); Mensah, Solomon (57191254462); Brown, Selasie Aformaley (57215127506); Akorfu, George (57216900012)","56485257600; 57195678643; 57191254462; 57215127506; 57216900012","An automatic software vulnerability classification framework using term frequency-inverse gravity moment and feature selection","2020","Journal of Systems and Software","167","","110616","","","","35","10.1016/j.jss.2020.110616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085160465&doi=10.1016%2fj.jss.2020.110616&partnerID=40&md5=ec6889e866047fa61c70546a282eb115","Article","Final","","Scopus","2-s2.0-85085160465"
"Saifudin A.; Trisetyarso A.; Suparta W.; Kang C.H.; Abbas B.S.; Heryadi Y.","Saifudin, A. (57212083789); Trisetyarso, A. (36337949500); Suparta, W. (24330191400); Kang, C.H. (57203058999); Abbas, B.S. (55835973000); Heryadi, Y. (9944012900)","57212083789; 36337949500; 24330191400; 57203058999; 55835973000; 9944012900","Feature Selection in Cross-Project Software Defect Prediction","2020","Journal of Physics: Conference Series","1569","2","022001","","","","1","10.1088/1742-6596/1569/2/022001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091736635&doi=10.1088%2f1742-6596%2f1569%2f2%2f022001&partnerID=40&md5=18ee190b30c00fe27e7930da57a3b259","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091736635"
"Malhotra R.; Nishant; Gurha S.; Rathi V.","Malhotra, Ruchika (15758058000); Nishant (58636152700); Gurha, Spandun (57222726018); Rathi, Vishal (57524778800)","15758058000; 58636152700; 57222726018; 57524778800","Application of particle swarm optimization for software defect prediction using object oriented metrics","2021","Proceedings of the Confluence 2021: 11th International Conference on Cloud Computing, Data Science and Engineering","","","9377116","88","93","5","10","10.1109/Confluence51648.2021.9377116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103826746&doi=10.1109%2fConfluence51648.2021.9377116&partnerID=40&md5=f8928285032cfc139a0a482493ea4e64","Conference paper","Final","","Scopus","2-s2.0-85103826746"
"Arshad A.; Riaz S.; Jiao L.; Murthy A.","Arshad, Ali (57201071977); Riaz, Saman (57201070693); Jiao, Licheng (7102491544); Murthy, Aparna (57201076330)","57201071977; 57201070693; 7102491544; 57201076330","Semi-Supervised Deep Fuzzy C-Mean Clustering for Software Fault Prediction","2018","IEEE Access","6","","","25675","25685","10","35","10.1109/ACCESS.2018.2835304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046773707&doi=10.1109%2fACCESS.2018.2835304&partnerID=40&md5=7ce12e6f1871b75ecaa41a13d2de1da9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85046773707"
"Saleh I.A.; Albayati A.H.; Thanoon K.H.","Saleh, Ibrahim Ahmed (57211256902); Albayati, Asmaa Hadi (57407492500); Thanoon, Kifaa Hadi (57211251084)","57211256902; 57407492500; 57211251084","Measure the Software Quality based on Grasshopper Optimization Algorithm","2021","International Journal of Computing and Digital Systems","10","1","","955","961","6","3","10.12785/IJCDS/100186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122615363&doi=10.12785%2fIJCDS%2f100186&partnerID=40&md5=8e779432633e63788be29527b14cc7b1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85122615363"
"Ayberk Ceran A.; Ozgur Tanriover O.","Ayberk Ceran, A. (57218579841); Ozgur Tanriover, O. (24491264100)","57218579841; 24491264100","An experimental study for software quality prediction with machine learning methods","2020","HORA 2020 - 2nd International Congress on Human-Computer Interaction, Optimization and Robotic Applications, Proceedings","","","9152918","","","","0","10.1109/HORA49412.2020.9152918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089677175&doi=10.1109%2fHORA49412.2020.9152918&partnerID=40&md5=9deee8c86ffc5a59dbb8443099f1c1e9","Conference paper","Final","","Scopus","2-s2.0-85089677175"
