"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Meng F.; Cheng W.; Wang J.","Meng, Fanqi (55426663000); Cheng, Wenying (57383713900); Wang, Jingdong (57212394211)","55426663000; 57383713900; 57212394211","Semi-supervised Software Defect Prediction Model Based on Tri-training","2021","KSII Transactions on Internet and Information Systems","15","11","","4028","4042","14","71","10.3837/TIIS.2021.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121592977&doi=10.3837%2fTIIS.2021.11.009&partnerID=40&md5=3363d85eeff15117bff4763d384e04ed","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85121592977"
"Fiore A.; Russo A.; Gravino C.; Risi M.","Fiore, Andrea (57340207800); Russo, Alfonso (57339997000); Gravino, Carmine (8931993900); Risi, Michele (9275600300)","57340207800; 57339997000; 8931993900; 9275600300","Combining CNN with DS3for Detecting Bug-prone Modules in Cross-version Projects","2021","Proceedings - 2021 47th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2021","","","","91","98","7","4","10.1109/SEAA53835.2021.00021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119212656&doi=10.1109%2fSEAA53835.2021.00021&partnerID=40&md5=1e9e48bae2a2eb7c147ad4a618642068","Conference paper","Final","","Scopus","2-s2.0-85119212656"
"Roy S.; Dutta R.; Ghosh N.; Ghosh P.","Roy, Satyaki (56890115000); Dutta, Ronojoy (57221382936); Ghosh, Nirnay (57210989741); Ghosh, Preetam (8942068000)","56890115000; 57221382936; 57210989741; 8942068000","Leveraging periodicity to improve quality of service in mobile software defined wireless sensor networks","2021","2021 IEEE 18th Annual Consumer Communications and Networking Conference, CCNC 2021","","","9369647","","","","8","10.1109/CCNC49032.2021.9369647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102980908&doi=10.1109%2fCCNC49032.2021.9369647&partnerID=40&md5=9bf6b8f4e654517bf789082b532fba0e","Conference paper","Final","","Scopus","2-s2.0-85102980908"
"Khanna M.; Aggarwal M.; Singhal N.","Khanna, Megha (55798373500); Aggarwal, Mehak (57224853863); Singhal, Naman (36697001500)","55798373500; 57224853863; 36697001500","Empirical Analysis of Artificial Immune System Algorithms for Aging Related Bug Prediction","2021","2021 7th International Conference on Advanced Computing and Communication Systems, ICACCS 2021","","","9441809","692","697","5","3","10.1109/ICACCS51430.2021.9441809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108026553&doi=10.1109%2fICACCS51430.2021.9441809&partnerID=40&md5=38ad5fcf55dbc47c045fb8fb206a8939","Conference paper","Final","","Scopus","2-s2.0-85108026553"
"Niculescu I.; Hu H.M.; Gee C.; Chong C.; Dubey S.; Li P.L.","Niculescu, Irina (57213774914); Hu, Huibin Mary (57210979704); Gee, Christina (57271520200); Chong, Chewy (57271651200); Dubey, Shivam (57271105900); Li, Paul Luo (35087650700)","57213774914; 57210979704; 57271520200; 57271651200; 57271105900; 35087650700","Towards inclusive software engineering through a/b testing: A case-study at windows","2021","Proceedings - International Conference on Software Engineering","","","","180","187","7","6","10.1109/ICSE-SEIP52600.2021.00027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115708303&doi=10.1109%2fICSE-SEIP52600.2021.00027&partnerID=40&md5=f88b17a222432171817761ba29a72059","Conference paper","Final","","Scopus","2-s2.0-85115708303"
"McIntosh T.; Watters P.; Kayes A.S.M.; Ng A.; Chen Y.-P.P.","McIntosh, Timothy (57205199347); Watters, Paul (7004414092); Kayes, A.S.M. (55331437100); Ng, Alex (15023052300); Chen, Yi-Ping Phoebe (57195375471)","57205199347; 7004414092; 55331437100; 15023052300; 57195375471","Enforcing situation-aware access control to build malware-resilient file systems","2021","Future Generation Computer Systems","115","","","568","582","14","18","10.1016/j.future.2020.09.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092371894&doi=10.1016%2fj.future.2020.09.035&partnerID=40&md5=263de92ab90c881bcb59406e7fb6c82c","Article","Final","","Scopus","2-s2.0-85092371894"
"Qu Y.; Chi J.; Yin H.","Qu, Yu (55536599000); Chi, Jianlei (57194441118); Yin, Heng (17436537100)","55536599000; 57194441118; 17436537100","Leveraging developer information for efficient effort-aware bug prediction","2021","Information and Software Technology","137","","106605","","","","17","10.1016/j.infsof.2021.106605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105696344&doi=10.1016%2fj.infsof.2021.106605&partnerID=40&md5=75f7687f24256e968a126bbedd88160b","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85105696344"
"Pereira R.; Matalonga H.; Couto M.; Castor F.; Cabral B.; Carvalho P.; de Sousa S.M.; Fernandes J.P.","Pereira, Rui (35211356500); Matalonga, Hugo (57211029175); Couto, Marco (56367675600); Castor, Fernando (54945662000); Cabral, Bruno (57190278557); Carvalho, Pedro (57223639275); de Sousa, Simão Melo (15135137100); Fernandes, João Paulo (7201540314)","35211356500; 57211029175; 56367675600; 54945662000; 57190278557; 57223639275; 15135137100; 7201540314","GreenHub: a large-scale collaborative dataset to battery consumption analysis of android devices","2021","Empirical Software Engineering","26","3","38","","","","9","10.1007/s10664-020-09925-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103351990&doi=10.1007%2fs10664-020-09925-5&partnerID=40&md5=d92a0b216607a4beff18275e9e719784","Article","Final","","Scopus","2-s2.0-85103351990"
"Shi B.; Su H.; Du X.; Jiao B.; Wang L.","Shi, Bo (57194193759); Su, Hui (56768627700); Du, Xu (57360999800); Jiao, Bao (57360131400); Wang, Lin (57111055100)","57194193759; 56768627700; 57360999800; 57360131400; 57111055100","Research on and application of tunnel structure defects prediction using machine learning methods","2021","Frontiers in Artificial Intelligence and Applications","341","","","329","340","11","1","10.3233/FAIA210263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120447157&doi=10.3233%2fFAIA210263&partnerID=40&md5=008767d284059c45b1aa2c2e8e3a5ba6","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85120447157"
"Agrawal A.; Fu W.; Chen D.; Shen X.; Menzies T.","Agrawal, Amritanshu (57189688570); Fu, Wei (57189223494); Chen, Di (57205026471); Shen, Xipeng (7402721676); Menzies, Tim (7003835495)","57189688570; 57189223494; 57205026471; 7402721676; 7003835495","How to 'DODGE' Complex Software Analytics","2021","IEEE Transactions on Software Engineering","47","10","","2182","2194","12","25","10.1109/TSE.2019.2945020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072973761&doi=10.1109%2fTSE.2019.2945020&partnerID=40&md5=8a81d86ea8b77643d9dbf653d9211219","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85072973761"
"Malhotra R.; Nishant; Gurha S.; Rathi V.","Malhotra, Ruchika (15758058000); Nishant (58636152700); Gurha, Spandun (57222726018); Rathi, Vishal (57524778800)","15758058000; 58636152700; 57222726018; 57524778800","Application of particle swarm optimization for software defect prediction using object oriented metrics","2021","Proceedings of the Confluence 2021: 11th International Conference on Cloud Computing, Data Science and Engineering","","","9377116","88","93","5","10","10.1109/Confluence51648.2021.9377116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103826746&doi=10.1109%2fConfluence51648.2021.9377116&partnerID=40&md5=f8928285032cfc139a0a482493ea4e64","Conference paper","Final","","Scopus","2-s2.0-85103826746"
"Ghosh J.; Lim S.Y.; Thean A.V.-Y.","Ghosh, Joydeep (56729015200); Lim, Shang Yi (57226240735); Thean, Aaron Voon-Yew (6701852571)","56729015200; 57226240735; 6701852571","Bridge-Defect Prediction in SRAM Circuits Using Random Forest, XGBoost, and LightGBM Learners","2021","International Conference on Simulation of Semiconductor Processes and Devices, SISPAD","2021-September","","","259","262","3","3","10.1109/SISPAD54002.2021.9592539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119433920&doi=10.1109%2fSISPAD54002.2021.9592539&partnerID=40&md5=7f5cf35062a18e43ef8753cab4b7980d","Conference paper","Final","","Scopus","2-s2.0-85119433920"
"Rozhon J.; Rezac F.; Jalowiczor J.; Behan L.","Rozhon, Jan (36570881900); Rezac, Filip (36648144900); Jalowiczor, Jakub (57202782255); Behan, Ladislav (57195131550)","36570881900; 36648144900; 57202782255; 57195131550","Augmenting speech quality estimation in software-defined networking using machine learning algorithms","2021","Sensors","21","10","3477","","","","1","10.3390/s21103477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105802452&doi=10.3390%2fs21103477&partnerID=40&md5=1d2db2e1a9f47ce71c921fdb284e07e3","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85105802452"
