"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Xu H.; Ma C.; Feng H.","Xu, Haixiang (55388713700); Ma, Chenlong (57374916100); Feng, Hui (35731448100)","55388713700; 57374916100; 35731448100","A thrust allocation method based on extreme learning machine; [一种基于极限学习机的推力分配方法]","2021","Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition)","49","12","","34","39","5","1","10.13245/j.hust.211207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121299110&doi=10.13245%2fj.hust.211207&partnerID=40&md5=cbc965afc5231fe2c957705e84d282e9","Article","Final","","Scopus","2-s2.0-85121299110"
"González-Alfonso J.L.; Poveda A.; Arribas M.; Hirose Y.; Fernández-Lobato M.; Olmo Ballesteros A.; Jiménez-Barbero J.; Plou F.J.","González-Alfonso, José L. (57202319326); Poveda, Ana (7007180987); Arribas, Miguel (57315615900); Hirose, Yoshihiko (57202322413); Fernández-Lobato, María (6602773694); Olmo Ballesteros, Antonio (57314367500); Jiménez-Barbero, Jesús (34569809800); Plou, Francisco J. (7003499529)","57202319326; 7007180987; 57315615900; 57202322413; 6602773694; 57314367500; 34569809800; 7003499529","Polyglucosylation of Rutin Catalyzed by Cyclodextrin Glucanotransferase from Geobacillus sp.: Optimization and Chemical Characterization of Products","2021","Industrial and Engineering Chemistry Research","60","51","","18651","18659","8","9","10.1021/acs.iecr.1c03070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118118384&doi=10.1021%2facs.iecr.1c03070&partnerID=40&md5=8f8c065847d3df217897c32eef62fa1a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85118118384"
"Yao X.; Huang H.","Yao, Xiaohong (58641626300); Huang, Hengjun (58314785400)","58641626300; 58314785400","Semi-supervised Clustering Method for Non-negative Functional Data","2021","Journal of Frontiers of Computer Science and Technology","15","12","","2438","2448","10","1","10.3778/j.issn.1673-9418.2105116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168861400&doi=10.3778%2fj.issn.1673-9418.2105116&partnerID=40&md5=df7618ac3738ece9b8b7bbc1f2298832","Article","Final","","Scopus","2-s2.0-85168861400"
"Wang W.; Sheng Y.; Palta M.; Czito B.; Willett C.; Yin F.-F.; Wu Q.; Ge Y.; Wu Q.J.","Wang, Wentao (59102398700); Sheng, Yang (56511069200); Palta, Manisha (36622758900); Czito, Brian (6506913855); Willett, Christopher (7005514363); Yin, Fang-Fang (7202679511); Wu, Qiuwen (7404602953); Ge, Yaorong (7201735887); Wu, Q Jackie (25654300600)","59102398700; 56511069200; 36622758900; 6506913855; 7005514363; 7202679511; 7404602953; 7201735887; 25654300600","Transfer learning for fluence map prediction in adrenal stereotactic body radiation therapy","2021","Physics in Medicine and Biology","66","24","245002","","","","7","10.1088/1361-6560/ac3c14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122536580&doi=10.1088%2f1361-6560%2fac3c14&partnerID=40&md5=be0a9acedc0765af15bf54e8a9fa5b36","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85122536580"
"Manley G.F.; Mather T.A.; Pyle D.M.; Clifton D.A.; Rodgers M.; Thompson G.; Roman D.C.","Manley, Grace F. (57218194676); Mather, Tamsin A. (7005396592); Pyle, David M. (7006309457); Clifton, David A. (14036806800); Rodgers, Mel (55863556200); Thompson, Glenn (7403077041); Roman, Diana C. (36914162800)","57218194676; 7005396592; 7006309457; 14036806800; 55863556200; 7403077041; 36914162800","Machine Learning Approaches to Identifying Changes in Eruptive State Using Multi-Parameter Datasets From the 2006 Eruption of Augustine Volcano, Alaska","2021","Journal of Geophysical Research: Solid Earth","126","12","e2021JB022323","","","","11","10.1029/2021JB022323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121680522&doi=10.1029%2f2021JB022323&partnerID=40&md5=8df51ba531a28aad7e7af432e65ed11c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85121680522"
"Chan-Yam K.; Meyer T.; Ashley Scott J.; Basiliko N.","Chan-Yam, Kelly (57199856868); Meyer, Torsten (7403382928); Ashley Scott, J. (55321657300); Basiliko, Nathan (7801564405)","57199856868; 7403382928; 55321657300; 7801564405","Methane production potential of pulp mill sludges: Microbial community and substrate constraints","2021","FEMS Microbiology Letters","368","21-24","fnab161","","","","2","10.1093/femsle/fnab161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123878772&doi=10.1093%2ffemsle%2ffnab161&partnerID=40&md5=c9a15a047ae9f38b67effb6933cd240f","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85123878772"
"Valls V.; Iosifidis G.; Tassiulas L.","Valls, Victor (55481418800); Iosifidis, George (24821181700); Tassiulas, Leandros (36562504600)","55481418800; 24821181700; 36562504600","Birkhoff's Decomposition Revisited: Sparse Scheduling for High-Speed Circuit Switches","2021","IEEE/ACM Transactions on Networking","29","6","","2399","2412","13","10","10.1109/TNET.2021.3088327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121856125&doi=10.1109%2fTNET.2021.3088327&partnerID=40&md5=1acf5d36cfde2be8991f1fefa04b8483","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85121856125"
"Grochowalski J.; Jachymek P.; Andrzejczyk M.; Klajny M.; Widuch A.; Morkisz P.; Hernik B.; Zdeb J.; Adamczyk W.","Grochowalski, Jaroslaw (57226354895); Jachymek, Piotr (57226369282); Andrzejczyk, Marek (56211006300); Klajny, Marcin (35330093700); Widuch, Agata (57224626874); Morkisz, Pawel (55999232000); Hernik, Bartłomiej (35090094700); Zdeb, Janusz (57203167126); Adamczyk, Wojciech (55538537100)","57226354895; 57226369282; 56211006300; 35330093700; 57224626874; 55999232000; 35090094700; 57203167126; 55538537100","Towards application of machine learning algorithms for prediction temperature distribution within CFB boiler based on specified operating conditions","2021","Energy","237","","121538","","","","28","10.1016/j.energy.2021.121538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111260664&doi=10.1016%2fj.energy.2021.121538&partnerID=40&md5=877e5db261a2371af7c6c98d9274dd2c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85111260664"
"Furtado P.","Furtado, Pedro (35612898700)","35612898700","Improving Deep Segmentation of Abdominal Organs MRI by Post-Processing","2021","BioMedInformatics","1","3","","88","105","17","3","10.3390/biomedinformatics1030007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160206015&doi=10.3390%2fbiomedinformatics1030007&partnerID=40&md5=e0f0703eea4c9b34b933a995d562d58f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160206015"
"Azab E.; Nafea M.; Shihata L.A.; Mashaly M.","Azab, Eman (35099602000); Nafea, Mohamed (59522722000); Shihata, Lamia A. (57194034528); Mashaly, Maggie (55574417200)","35099602000; 59522722000; 57194034528; 55574417200","A machine-learning-assisted simulation approach for incorporating predictive maintenance in dynamic flow-shop scheduling","2021","Applied Sciences (Switzerland)","11","24","11725","","","","25","10.3390/app112411725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120969950&doi=10.3390%2fapp112411725&partnerID=40&md5=263111ca4fa694416cea1747cf442aae","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120969950"
"Wulandari E.; Budhisatria R.; Soeriyadi A.H.; Willcox M.; Boyer C.; Wong E.H.H.","Wulandari, Erna (57221381332); Budhisatria, Rachel (57221384849); Soeriyadi, Alexander H. (36460409000); Willcox, Mark (7102860329); Boyer, Cyrille (10339815000); Wong, Edgar H. H. (55605082100)","57221381332; 57221384849; 36460409000; 7102860329; 10339815000; 55605082100","Releasable antimicrobial polymer-silk coatings for combating multidrug-resistant bacteria","2021","Polymer Chemistry","12","48","","7038","7047","9","6","10.1039/d1py01219c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121465247&doi=10.1039%2fd1py01219c&partnerID=40&md5=7428ef226e78365476e25f202c758247","Article","Final","","Scopus","2-s2.0-85121465247"
"von Kurnatowski M.; Schmid J.; Link P.; Zache R.; Morand L.; Kraft T.; Schmidt I.; Schwientek J.; Stoll A.","von Kurnatowski, Martin (55670079900); Schmid, Jochen (56304794400); Link, Patrick (57209574179); Zache, Rebekka (57377362900); Morand, Lukas (57208834725); Kraft, Torsten (7101923871); Schmidt, Ingo (7103297641); Schwientek, Jan (54879318800); Stoll, Anke (57209574988)","55670079900; 56304794400; 57209574179; 57377362900; 57208834725; 7101923871; 7103297641; 54879318800; 57209574988","Compensating data shortages in manufacturing with monotonicity knowledge","2021","Algorithms","14","12","345","","","","9","10.3390/a14120345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121466063&doi=10.3390%2fa14120345&partnerID=40&md5=f0dbc8d4259e95169120794d655564ac","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85121466063"
"Abiodun O.O.; Oke T.A.; Adeyemi F.O.; Oshinloye A.O.; Akande A.O.","Abiodun, Oyindamola Olajumoke (8214184400); Oke, Tolulope Aderinola (56270010000); Adeyemi, Faridah Oyinkansola (57424312200); Oshinloye, Adedunke Omobolanle (57192989223); Akande, Adesewa Omolola (58089447200)","8214184400; 56270010000; 57424312200; 57192989223; 58089447200","Salacia pallescens Oliv. (Celastraceae) Scavenges Free Radicals and Inhibits Pro-inflammatory Mediators in Lipopolysaccharide-activated RAW Cells 264.7 Macrophages; [Lipopolisakkarit ile Aktive Olan RAW Hücreleri 264.7 Makrofajlarda Salacia pallescens Oliv. (Celastraceae) Serbest Radikalleri Uzaklaştırması ve Pro-inflamatuvar Mediatörlerini İnhibe Etmesi]","2021","Turkish Journal of Pharmaceutical Sciences","18","6","","702","709","7","0","10.4274/tjps.galenos.2021.98623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123346501&doi=10.4274%2ftjps.galenos.2021.98623&partnerID=40&md5=cfb16b1370aa56abd67519255d609279","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123346501"
"Gong W.; Zhao C.; Juang C.H.; Zhang Y.; Tang H.; Lu Y.","Gong, Wenping (55945461600); Zhao, Chao (57190490421); Juang, C. Hsein (7005618739); Zhang, Yanjie (57191165962); Tang, Huiming (58132262400); Lu, Yuchen (36925684800)","55945461600; 57190490421; 7005618739; 57191165962; 58132262400; 36925684800","Coupled characterization of stratigraphic and geo-properties uncertainties – A conditional random field approach","2021","Engineering Geology","294","","106348","","","","90","10.1016/j.enggeo.2021.106348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114132132&doi=10.1016%2fj.enggeo.2021.106348&partnerID=40&md5=50ae404f3b6847b090e1b28d1c98273e","Article","Final","","Scopus","2-s2.0-85114132132"
"Jeong W.; Gaggioli C.A.; Gagliardi L.","Jeong, WooSeok (55429267600); Gaggioli, Carlo Alberto (56566530000); Gagliardi, Laura (7006451975)","55429267600; 56566530000; 7006451975","Active Learning Configuration Interaction for Excited-State Calculations of Polycyclic Aromatic Hydrocarbons","2021","Journal of Chemical Theory and Computation","17","12","","7518","7530","12","16","10.1021/acs.jctc.1c00769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119933733&doi=10.1021%2facs.jctc.1c00769&partnerID=40&md5=827ea381038bc34c6a511ff1ffa8cf37","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85119933733"
"Smith A.D.; Fearon E.; Kabuti R.; Irungu E.; Kungu M.; Babu H.; Nyabuto C.; Muthoga P.; Weatherburn P.; Bourne A.; Kimani J.","Smith, Adrian D (56128109500); Fearon, Elizabeth (55378040400); Kabuti, Rhoda (57218655745); Irungu, Erastus (57411195400); Kungu, Mary (57226382542); Babu, Hellen (57517209600); Nyabuto, Chrispo (57226389335); Muthoga, Peter (57226388063); Weatherburn, Peter (57204026082); Bourne, Adam (34976226500); Kimani, Joshua (7003459896)","56128109500; 55378040400; 57218655745; 57411195400; 57226382542; 57517209600; 57226389335; 57226388063; 57204026082; 34976226500; 7003459896","Disparities in HIV/STI burden and care coverage among men and transgender persons who have sex with men in Nairobi, Kenya: A cross-sectional study","2021","BMJ Open","11","12","e055783","","","","2","10.1136/bmjopen-2021-055783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122629789&doi=10.1136%2fbmjopen-2021-055783&partnerID=40&md5=454661979e7c2415ee589ded17a15a33","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85122629789"
"Ulitzsch E.; Lüdtke O.; Robitzsch A.","Ulitzsch, Esther (57192248606); Lüdtke, Oliver (57191922064); Robitzsch, Alexander (6504101836)","57192248606; 57191922064; 6504101836","Alleviating Estimation Problems in Small Sample Structural Equation Modeling—A Comparison of Constrained Maximum Likelihood, Bayesian Estimation, and Fixed Reliability Approaches","2021","Psychological Methods","28","3","","527","557","30","18","10.1037/met0000435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122357423&doi=10.1037%2fmet0000435&partnerID=40&md5=37489424d280e8a8a34430a3f7204e6c","Article","Final","","Scopus","2-s2.0-85122357423"
"Zhou Y.; Su Y.; Chen T.; Huang Z.; Gall H.; Panichella S.","Zhou, Yu (57071818500); Su, Yanqi (57216690176); Chen, Taolue (55578213700); Huang, Zhiqiu (14325169600); Gall, Harald (56223438700); Panichella, Sebastiano (35095375100)","57071818500; 57216690176; 55578213700; 14325169600; 56223438700; 35095375100","User Review-Based Change File Localization for Mobile Applications","2021","IEEE Transactions on Software Engineering","47","12","","2755","2770","15","19","10.1109/TSE.2020.2967383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121736676&doi=10.1109%2fTSE.2020.2967383&partnerID=40&md5=fa0a930a9c6ae704ef2d634d7dc08f53","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85121736676"
"Kallioras N.A.; Lagaros N.D.","Kallioras, Nikos Ath. (55832223500); Lagaros, Nikos D. (6603320949)","55832223500; 6603320949","Mlgen: Generative design framework based on machine learning and topology optimization","2021","Applied Sciences (Switzerland)","11","24","12044","","","","18","10.3390/app112412044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121325355&doi=10.3390%2fapp112412044&partnerID=40&md5=ab5214be38e5b9cf3c9f62281240389d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121325355"
"Nguyen T.-D.; Musial K.; Gabrys B.","Nguyen, Tien-Dung (57217776034); Musial, Katarzyna (14626743000); Gabrys, Bogdan (59774555200)","57217776034; 14626743000; 59774555200","AutoWeka4MCPS-AVATAR: Accelerating automated machine learning pipeline composition and optimisation","2021","Expert Systems with Applications","185","","115643","","","","8","10.1016/j.eswa.2021.115643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111714806&doi=10.1016%2fj.eswa.2021.115643&partnerID=40&md5=b998ed57b42737bdb6fa302412fab7eb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85111714806"
