"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Giannella V.; Colangeli C.; Cuenca J.; Citarella R.; Barbarino M.","Giannella, Venanzio (56880301900); Colangeli, Claudio (56278590800); Cuenca, Jacques (25925740600); Citarella, Roberto (6603710834); Barbarino, Mattia (28067567400)","56880301900; 56278590800; 25925740600; 6603710834; 28067567400","Experimental/numerical acoustic assessment of aircraft seat headrests based on electrospun mats","2021","Applied Sciences (Switzerland)","11","14","6400","","","","9","10.3390/app11146400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111025542&doi=10.3390%2fapp11146400&partnerID=40&md5=9df9241209cc6887becd86520b06a173","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85111025542"
"Emery N.; Li Y.; Bilgin B.","Emery, Nathan (57220032727); Li, Yihui (57215288505); Bilgin, Berker (36681829000)","57220032727; 57215288505; 36681829000","Frequency-Band Analysis for Acoustic Noise Characterization of an Interior Permanent Magnet Motor","2021","IECON Proceedings (Industrial Electronics Conference)","2021-October","","","","","","0","10.1109/IECON48115.2021.9589425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119512433&doi=10.1109%2fIECON48115.2021.9589425&partnerID=40&md5=6a60cf327b2b3619ace7429fbc4f1f71","Conference paper","Final","","Scopus","2-s2.0-85119512433"
"Kocur D.; Porteleky T.; Svecova M.; Svingal M.; Fortes J.","Kocur, Dusan (15519092300); Porteleky, Tamas (57214365484); Svecova, Maria (25123285800); Svingal, Michal (57205507769); Fortes, Jana (21835057800)","15519092300; 57214365484; 25123285800; 57205507769; 21835057800","A Novel Signal Processing Scheme for Static Person Localization Using M-Sequence UWB Radars","2021","IEEE Sensors Journal","21","18","","20296","20310","14","12","10.1109/JSEN.2021.3093658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112145008&doi=10.1109%2fJSEN.2021.3093658&partnerID=40&md5=451a22af9883010ac9463b5cdca735bf","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112145008"
"Fathi M.; Khoshnevis S.","Fathi, Masoud (58603035600); Khoshnevis, Sedigheh (34880131000)","58603035600; 34880131000","Reusability Metrics in Search-Based Testing of Software Product Lines: An Experimentation","2021","26th International Computer Conference, Computer Society of Iran, CSICC 2021","","","9420583","","","","3","10.1109/CSICC52343.2021.9420583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106145051&doi=10.1109%2fCSICC52343.2021.9420583&partnerID=40&md5=bf21e94a329176543a7122d471065ba6","Conference paper","Final","","Scopus","2-s2.0-85106145051"
"Ashari A.M.; Halim S.A.; Jawawi D.N.A.; Suvelayutnan U.; Isa M.A.","Ashari, Afifah M. (57226532344); Halim, Shahliza Abd (57196449329); Jawawi, Dayang N.A. (15058008600); Suvelayutnan, Ushananthiny (57207994328); Isa, Mohd Adham (43061242400)","57226532344; 57196449329; 15058008600; 57207994328; 43061242400","Quality driven approach for product line architecture customization in patient navigation program software product line","2021","KSII Transactions on Internet and Information Systems","15","7","","2455","2475","20","1","10.3837/tiis.2021.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111854114&doi=10.3837%2ftiis.2021.07.009&partnerID=40&md5=465ac1809b290e634af464d5e588f065","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85111854114"
"Feichtinger K.; Hinterreiter D.; Linsbauer L.; Prähofer H.; Grünbacher P.","Feichtinger, Kevin (57208178133); Hinterreiter, Daniel (57204804360); Linsbauer, Lukas (55853897300); Prähofer, Herbert (15056569500); Grünbacher, Paul (55938737100)","57208178133; 57204804360; 55853897300; 15056569500; 55938737100","Guiding feature model evolution by lifting code-level dependencies","2021","Journal of Computer Languages","63","","101034","","","","15","10.1016/j.cola.2021.101034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103783256&doi=10.1016%2fj.cola.2021.101034&partnerID=40&md5=77029d5906fec8c6301866a48942e5e4","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85103783256"
"Transitpong P.","Transitpong, Praowpan (38362359200)","38362359200","Operational Service Strategy for COVID-19 Pandemic: A Case Study from the Airline Industry","2021","ACM International Conference Proceeding Series","","","","21","25","4","1","10.1145/3468013.3468303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143886142&doi=10.1145%2f3468013.3468303&partnerID=40&md5=091ed09fa56aa9aad039f666c65a1ce6","Conference paper","Final","","Scopus","2-s2.0-85143886142"
"Ilyash O.; Vasyltsiv T.; Lupak R.; Get'Manskiy V.","Ilyash, Olha (56607304100); Vasyltsiv, Taras (57217955097); Lupak, Ruslan (57189037710); Get'Manskiy, Volodymyr (57222727183)","56607304100; 57217955097; 57189037710; 57222727183","Models of efficiency of functioning in trading enterprises under conditions of economic growth","2021","Bulletin of Geography. Socio-economic Series","51","51","","7","24","17","17","10.2478/bog-2021-0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103825654&doi=10.2478%2fbog-2021-0001&partnerID=40&md5=3253a1cbc2b8d7d8e31a69e5ff38a18c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85103825654"
"Razaghian A.H.; Ebrahimi A.; Zahedi F.; Javanmardi M.R.; Seif M.S.","Razaghian, A.H. (57205744593); Ebrahimi, A. (57206258594); Zahedi, F. (57198030868); Javanmardi, M.R. (56429423700); Seif, M.S. (8705970800)","57205744593; 57206258594; 57198030868; 56429423700; 8705970800","Investigating the effect of geometric parameters on hydrodynamic and hydro-acoustic performances of submerged propellers","2021","Applied Ocean Research","114","","102773","","","","22","10.1016/j.apor.2021.102773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109436910&doi=10.1016%2fj.apor.2021.102773&partnerID=40&md5=2a25e38ebbc35bff42ebb698ece167b4","Article","Final","","Scopus","2-s2.0-85109436910"
"Arjunan A.; Baroutaji A.","Arjunan, Arun (55777715800); Baroutaji, Ahmad (56151120400)","55777715800; 56151120400","Sound pressure level of a Formula 3 car and the influence of detachable muffler-tip","2021","Results in Engineering","11","","100261","","","","5","10.1016/j.rineng.2021.100261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111666448&doi=10.1016%2fj.rineng.2021.100261&partnerID=40&md5=222218ffd29ff0a3fc3198ac0bae4cea","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85111666448"
