"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Peng J.; Zhao H.; Hu Z.","Peng, Jingchao (57221234421); Zhao, Haitao (58090034600); Hu, Zhengwei (57212646454)","57221234421; 58090034600; 57212646454","Second-order component analysis for fault detection","2021","Journal of Process Control","108","","","25","39","14","1","10.1016/j.jprocont.2021.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118545829&doi=10.1016%2fj.jprocont.2021.10.011&partnerID=40&md5=f1ee477e036d809f120e57ad9983e5fc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85118545829"
"Neupane D.; Kim Y.; Seok J.; Hong J.","Neupane, Dhiraj (57217060404); Kim, Yunsu (57220040389); Seok, Jongwon (7004618251); Hong, Jungpyo (57225132073)","57217060404; 57220040389; 7004618251; 57225132073","Cnn-based fault detection for smart manufacturing","2021","Applied Sciences (Switzerland)","11","24","11732","","","","25","10.3390/app112411732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121005136&doi=10.3390%2fapp112411732&partnerID=40&md5=a64abaaa2390b88b695466d2844ac945","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121005136"
"Shi L.; Yu P.; Zhou Z.; He S.; Meng L.; Liu J.; Huang Y.","Shi, Linlin (57205889522); Yu, Pengfei (57200150185); Zhou, Zhenwei (56141117400); He, Shilie (57215323018); Meng, Linghui (56184261800); Liu, Junbin (57956750700); Huang, Yun (55717053100)","57205889522; 57200150185; 56141117400; 57215323018; 56184261800; 57956750700; 55717053100","DC-DC power supply fault prediction and analysis based on monitoring parameter simulation and LSTM network model","2021","ACM International Conference Proceeding Series","","","3508601","","","","3","10.1145/3508546.3508601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125909364&doi=10.1145%2f3508546.3508601&partnerID=40&md5=914810ef64ae4d8607bd60644d50a3a5","Conference paper","Final","","Scopus","2-s2.0-85125909364"
"Cui S.; Zhu Z.","Cui, Shiyu (57226314789); Zhu, Zhiyu (57717212500)","57226314789; 57717212500","Seawater pump fault diagnosis based on parameter transfer and one-dimensional convolutional neural network; [基于参数迁移和一维卷积神经网络的海水泵故障诊断]","2021","Zhendong yu Chongji/Journal of Vibration and Shock","40","24","","180","189","9","8","10.13465/j.cnki.jvs.2021.24.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122100626&doi=10.13465%2fj.cnki.jvs.2021.24.022&partnerID=40&md5=3c5c94815a0126568766b88fd47ac9be","Article","Final","","Scopus","2-s2.0-85122100626"
"Li F.; Wang Y.; Xu S.; Li Y.","Li, Fangli (57423756800); Wang, Yanbo (57222577805); Xu, Song (57022580500); Li, Yuanjiang (37118885700)","57423756800; 57222577805; 57022580500; 37118885700","Fault Diagnosis of Permanent Magnet Synchronous Motor Inter Turn Short Circuit Based on Deep Reinforcement Learning","2021","Journal of Physics: Conference Series","2137","1","012004","","","","2","10.1088/1742-6596/2137/1/012004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123360114&doi=10.1088%2f1742-6596%2f2137%2f1%2f012004&partnerID=40&md5=95ab52f935a42912e5829cefc2fc56f3","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123360114"
"Hosseini Gourabpasi A.; Nik-Bakht M.","Hosseini Gourabpasi, Arash (58036224400); Nik-Bakht, Mazdak (56368493100)","58036224400; 56368493100","Knowledge Discovery by Analyzing the State of the Art of Data-Driven Fault Detection and Diagnostics of Building HVAC","2021","CivilEng","2","4","","986","1008","22","18","10.3390/civileng2040053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132697686&doi=10.3390%2fcivileng2040053&partnerID=40&md5=7dec4bb91452d97955e1b7892a30125b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85132697686"
"Dugarte-Peña G.-L.; Sánchez-Segura M.-I.; de Amescua A.; Medina-Domínguez F.; Armenia S.","Dugarte-Peña, German-Lenin (57191275610); Sánchez-Segura, María-Isabel (6506529394); de Amescua, Antonio (12790343300); Medina-Domínguez, Fuensanta (12790283300); Armenia, Stefano (57188952494)","57191275610; 6506529394; 12790343300; 12790283300; 57188952494","Using system dynamics to teach about dependencies, correlation and systemic thinking on the software process workflows","2021","IET Software","15","6","","351","364","13","2","10.1049/sfw2.12031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128272588&doi=10.1049%2fsfw2.12031&partnerID=40&md5=b29e880d851dc223db0a949ab83562b9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128272588"
"Toma R.N.; Piltan F.; Kim J.-M.","Toma, Rafia Nishat (57188667462); Piltan, Farzin (54405768800); Kim, Jong-Myon (55850196800)","57188667462; 54405768800; 55850196800","A deep autoencoder-based convolution neural network framework for bearing fault classification in induction motors","2021","Sensors","21","24","8453","","","","34","10.3390/s21248453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121297172&doi=10.3390%2fs21248453&partnerID=40&md5=c129591417859b932aa47aaad866a64a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85121297172"
"Rovira-Garcia A.; Timoté C.C.; Juan J.M.; Sanz J.; González-Casado G.; Fernández-Hernández I.; Orus-Perez R.; Blonski D.","Rovira-Garcia, A. (37057941100); Timoté, C.C. (57212063646); Juan, J.M. (7006548029); Sanz, J. (7201668428); González-Casado, G. (6603544765); Fernández-Hernández, I. (55636658800); Orus-Perez, R. (56405027800); Blonski, D. (16232372100)","37057941100; 57212063646; 7006548029; 7201668428; 6603544765; 55636658800; 56405027800; 16232372100","Ionospheric corrections tailored to the Galileo High Accuracy Service","2021","Journal of Geodesy","95","12","130","","","","9","10.1007/s00190-021-01581-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119503319&doi=10.1007%2fs00190-021-01581-x&partnerID=40&md5=29cbfe833b90e3c4a50322953befa35b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85119503319"
"Faysal A.; Ngui W.K.; Lim M.H.; Leong M.S.","Faysal, Atik (57207956254); Ngui, Wai Keng (55899481400); Lim, Meng Hee (57226531712); Leong, Mohd Salman (7102006109)","57207956254; 55899481400; 57226531712; 7102006109","Noise eliminated ensemble empirical mode decomposition scalogram analysis for rotating machinery fault diagnosis","2021","Sensors","21","23","8114","","","","12","10.3390/s21238114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120642784&doi=10.3390%2fs21238114&partnerID=40&md5=c48ed921156ca7c48a3c01de9d2a902d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120642784"
"Ma L.; Guo J.; Wang S.; Wang J.","Ma, Liling (7403574449); Guo, Jian (59107198700); Wang, Shoukun (7410343798); Wang, Junzheng (8342362100)","7403574449; 59107198700; 7410343798; 8342362100","Multi-Source Sensor Fault Diagnosis Method Based on Improved CNN-GRU Network; [基于改进CNN-GRU网络的多源传感器故障诊断方法]","2021","Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology","41","12","","1245","1252","7","6","10.15918/j.tbit1001-0645.2020.183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122305373&doi=10.15918%2fj.tbit1001-0645.2020.183&partnerID=40&md5=12f3e66aace2242eaf421251c83a2695","Article","Final","","Scopus","2-s2.0-85122305373"
