"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Alves Pereira J.; Acher M.; Martin H.; Jézéquel J.-M.","Alves Pereira, Juliana (56023378200); Acher, Mathieu (35758465800); Martin, Hugo (57211178917); Jézéquel, Jean-Marc (35618077100)","56023378200; 35758465800; 57211178917; 35618077100","Sampling effect on performance prediction of configurable systems: A case study","2020","ICPE 2020 - Proceedings of the ACM/SPEC International Conference on Performance Engineering","","","","277","288","11","43","10.1145/3358960.3379137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085937290&doi=10.1145%2f3358960.3379137&partnerID=40&md5=8a19c36f93492287147e78e72bd0c59c","Conference paper","Final","","Scopus","2-s2.0-85085937290"
"Ha H.; Zhang H.","Ha, Huong (57225447616); Zhang, Hongyu (55685668500)","57225447616; 55685668500","Performance-Influence Model for Highly Configurable Software with Fourier Learning and Lasso Regression","2019","Proceedings - 2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019","","","8919029","470","480","10","24","10.1109/ICSME.2019.00080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077205596&doi=10.1109%2fICSME.2019.00080&partnerID=40&md5=6f28790900e746691a835334da7890d3","Conference paper","Final","","Scopus","2-s2.0-85077205596"
"Guo J.; Yang D.; Siegmund N.; Apel S.; Sarkar A.; Valov P.; Czarnecki K.; Wasowski A.; Yu H.","Guo, Jianmei (55550120500); Yang, Dingyu (56138675600); Siegmund, Norbert (25825645900); Apel, Sven (8725218400); Sarkar, Atrisha (57197756994); Valov, Pavel (57190745047); Czarnecki, Krzysztof (6603948729); Wasowski, Andrzej (6602554078); Yu, Huiqun (55494828500)","55550120500; 56138675600; 25825645900; 8725218400; 57197756994; 57190745047; 6603948729; 6602554078; 55494828500","Data-efficient performance learning for configurable systems","2018","Empirical Software Engineering","23","3","","1826","1867","41","80","10.1007/s10664-017-9573-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034603171&doi=10.1007%2fs10664-017-9573-6&partnerID=40&md5=f5dc413b4f96ec456cac1c732fc6fa83","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85034603171"
"Chen Y.; Gu Y.; He L.; Xuan J.","Chen, Yuntianyi (57214078114); Gu, Yongfeng (57193075894); He, Lulu (55904247400); Xuan, Jifeng (25640418400)","57214078114; 57193075894; 55904247400; 25640418400","Regression models for performance ranking of configurable systems: A comparative study","2020","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12028 LNCS","","","243","258","15","3","10.1007/978-3-030-41418-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081599711&doi=10.1007%2f978-3-030-41418-4_17&partnerID=40&md5=4b5613a9a5e6e5885dfc9e4040781dd4","Conference paper","Final","","Scopus","2-s2.0-85081599711"
"Ha H.; Zhang H.","Ha, Huong (57225447616); Zhang, Hongyu (55685668500)","57225447616; 55685668500","DeepPerf: Performance Prediction for Configurable Software with Deep Sparse Neural Network","2019","Proceedings - International Conference on Software Engineering","2019-May","","8811988","1095","1106","11","84","10.1109/ICSE.2019.00113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072296070&doi=10.1109%2fICSE.2019.00113&partnerID=40&md5=86756357c108de5a150d4a5e8f30dac1","Conference paper","Final","","Scopus","2-s2.0-85072296070"
"Kaltenecker C.; Grebhahn A.; Siegmund N.; Guo J.; Apel S.","Kaltenecker, Christian (57211018678); Grebhahn, Alexander (42161301000); Siegmund, Norbert (25825645900); Guo, Jianmei (55550120500); Apel, Sven (8725218400)","57211018678; 42161301000; 25825645900; 55550120500; 8725218400","Distance-Based Sampling of Software Configuration Spaces","2020","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-300","","","61","64","3","2","10.18420/SE2020_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138680922&doi=10.18420%2fSE2020_17&partnerID=40&md5=d038285559fb3da6f9196361dfc530c5","Conference paper","Final","","Scopus","2-s2.0-85138680922"
"Siegmund N.; Rosenmüller M.; Kästner C.; Giarrusso P.G.; Apel S.; Kolesnikov S.S.","Siegmund, Norbert (25825645900); Rosenmüller, Marko (35240944800); Kästner, Christian (35547901100); Giarrusso, Paolo G. (22734039100); Apel, Sven (8725218400); Kolesnikov, Sergiy S. (36451024500)","25825645900; 35240944800; 35547901100; 22734039100; 8725218400; 36451024500","Scalable prediction of non-functional properties in software product lines: Footprint and memory consumption","2013","Information and Software Technology","55","3","","491","507","16","64","10.1016/j.infsof.2012.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872961131&doi=10.1016%2fj.infsof.2012.07.020&partnerID=40&md5=6b156f0c57fa225ac4233c5604b091d6","Conference paper","Final","","Scopus","2-s2.0-84872961131"
"Valov P.; Guo J.; Czarnecki K.","Valov, Pavel (57190745047); Guo, Jianmei (55550120500); Czarnecki, Krzysztof (6603948729)","57190745047; 55550120500; 6603948729","Empirical comparison of regression methods for variability-aware performance prediction","2015","ACM International Conference Proceeding Series","20-24-July-2015","","","186","190","4","27","10.1145/2791060.2791069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982833647&doi=10.1145%2f2791060.2791069&partnerID=40&md5=06c071a0c1ea3fc95080571792b8b83b","Conference paper","Final","","Scopus","2-s2.0-84982833647"
"Lillacka M.; Müllerb J.; Eiseneckera U.W.","Lillacka, Max (54420367300); Müllerb, Johannes (57198685425); Eiseneckera, Ulrich W. (57194222774)","54420367300; 57198685425; 57194222774","Improved prediction of non-functional properties in Software Product Lines with domain context","2013","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-213","","","185","198","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922707665&partnerID=40&md5=54c26ec6127b77b87871663fe02acf05","Conference paper","Final","","Scopus","2-s2.0-84922707665"
"Kaltenecker C.; Grebhahn A.; Siegmund N.; Guo J.; Apel S.","Kaltenecker, Christian (57211018678); Grebhahn, Alexander (42161301000); Siegmund, Norbert (25825645900); Guo, Jianmei (55550120500); Apel, Sven (8725218400)","57211018678; 42161301000; 25825645900; 55550120500; 8725218400","Distance-Based Sampling of Software Configuration Spaces","2019","Proceedings - International Conference on Software Engineering","2019-May","","8812049","1084","1094","10","81","10.1109/ICSE.2019.00112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062345445&doi=10.1109%2fICSE.2019.00112&partnerID=40&md5=71d36cfab5860bb7aa9115117e32dd00","Conference paper","Final","","Scopus","2-s2.0-85062345445"
