"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Barbosa J.R.; Dezan D.J.","Barbosa, João Roberto (7202434187); Dezan, Daniel Jonas (55816432300)","7202434187; 55816432300","Single-stream jet noise prediction using empirical methodology for a newly designed turbojet engine","2013","Proceedings of the ASME Turbo Expo","2","","","","","","2","10.1115/GT2013-95199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890140334&doi=10.1115%2fGT2013-95199&partnerID=40&md5=1c726240def1b3f6b50d2c9ad49b66f9","Conference paper","Final","","Scopus","2-s2.0-84890140334"
"Luthmann L.; Gerecht T.; Lochau M.","Luthmann, Lars (57193568231); Gerecht, Timo (57205303163); Lochau, Malte (24802606700)","57193568231; 57205303163; 24802606700","Sampling strategies for product lines with unbounded parametric real-time constraints","2019","International Journal on Software Tools for Technology Transfer","21","6","","613","633","20","5","10.1007/s10009-019-00532-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073981857&doi=10.1007%2fs10009-019-00532-4&partnerID=40&md5=ae58bb368dfca5b04751d600eadeb47a","Article","Final","","Scopus","2-s2.0-85073981857"
"Guo J.; Yang D.; Siegmund N.; Apel S.; Sarkar A.; Valov P.; Czarnecki K.; Wasowski A.; Yu H.","Guo, Jianmei (55550120500); Yang, Dingyu (56138675600); Siegmund, Norbert (25825645900); Apel, Sven (8725218400); Sarkar, Atrisha (57197756994); Valov, Pavel (57190745047); Czarnecki, Krzysztof (6603948729); Wasowski, Andrzej (6602554078); Yu, Huiqun (55494828500)","55550120500; 56138675600; 25825645900; 8725218400; 57197756994; 57190745047; 6603948729; 6602554078; 55494828500","Data-efficient performance learning for configurable systems","2018","Empirical Software Engineering","23","3","","1826","1867","41","80","10.1007/s10664-017-9573-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034603171&doi=10.1007%2fs10664-017-9573-6&partnerID=40&md5=f5dc413b4f96ec456cac1c732fc6fa83","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85034603171"
"Braz L.; Gheyi R.; Mongiovi M.; Ribeiro M.; Medeiros F.; Teixeira L.","Braz, Larissa (57517344000); Gheyi, Rohit (8365747700); Mongiovi, Melina (54395969100); Ribeiro, Márcio (57199329234); Medeiros, Flávio (55955340500); Teixeira, Leopoldo (36610918500)","57517344000; 8365747700; 54395969100; 57199329234; 55955340500; 36610918500","A change-centric approach to compile configurable systems with #ifdefs","2016","ACM SIGPLAN Notices","52","3","","109","119","10","2","10.1145/2993236.2993250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084187957&doi=10.1145%2f2993236.2993250&partnerID=40&md5=ae675b504b27682e0fd3604bc677b330","Article","Final","","Scopus","2-s2.0-85084187957"
"Velez M.; Jamshidi P.; Siegmund N.; Apel S.; Kastner C.","Velez, Miguel (57197252423); Jamshidi, Pooyan (34880055700); Siegmund, Norbert (25825645900); Apel, Sven (8725218400); Kastner, Christian (35547901100)","57197252423; 34880055700; 25825645900; 8725218400; 35547901100","White-box analysis over machine learning: Modeling performance of configurable systems","2021","Proceedings - International Conference on Software Engineering","","","","1072","1084","12","43","10.1109/ICSE43902.2021.00100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101950822&doi=10.1109%2fICSE43902.2021.00100&partnerID=40&md5=0f05f1f4ed13923247bb77c8750779a1","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85101950822"
"Chen Y.; Gu Y.; He L.; Xuan J.","Chen, Yuntianyi (57214078114); Gu, Yongfeng (57193075894); He, Lulu (55904247400); Xuan, Jifeng (25640418400)","57214078114; 57193075894; 55904247400; 25640418400","Regression models for performance ranking of configurable systems: A comparative study","2020","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12028 LNCS","","","243","258","15","3","10.1007/978-3-030-41418-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081599711&doi=10.1007%2f978-3-030-41418-4_17&partnerID=40&md5=4b5613a9a5e6e5885dfc9e4040781dd4","Conference paper","Final","","Scopus","2-s2.0-85081599711"
"Jamshidi P.; Velez M.; Kästner C.; Siegmund N.","Jamshidi, Pooyan (34880055700); Velez, Miguel (57197252423); Kästner, Christian (35547901100); Siegmund, Norbert (25825645900)","34880055700; 57197252423; 35547901100; 25825645900","Learning to sample: Exploiting similarities across environments to learn performance models for configurable systems","2018","ESEC/FSE 2018 - Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","","","","71","82","11","56","10.1145/3236024.3236074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058269084&doi=10.1145%2f3236024.3236074&partnerID=40&md5=265bc241a2ad0ec98769e48c5e3cff40","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85058269084"
"Ha H.; Zhang H.","Ha, Huong (57225447616); Zhang, Hongyu (55685668500)","57225447616; 55685668500","DeepPerf: Performance Prediction for Configurable Software with Deep Sparse Neural Network","2019","Proceedings - International Conference on Software Engineering","2019-May","","8811988","1095","1106","11","84","10.1109/ICSE.2019.00113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072296070&doi=10.1109%2fICSE.2019.00113&partnerID=40&md5=86756357c108de5a150d4a5e8f30dac1","Conference paper","Final","","Scopus","2-s2.0-85072296070"
"Kolesnikov S.; Siegmund N.; Kästner C.; Apel S.","Kolesnikov, Sergiy (36451024500); Siegmund, Norbert (25825645900); Kästner, Christian (35547901100); Apel, Sven (8725218400)","36451024500; 25825645900; 35547901100; 8725218400","On the relation of control-flow and performance feature interactions: a case study","2019","Empirical Software Engineering","24","4","","2410","2437","27","5","10.1007/s10664-019-09705-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069674469&doi=10.1007%2fs10664-019-09705-w&partnerID=40&md5=23f9045e0053fdebfea8b78e2ab526ac","Article","Final","","Scopus","2-s2.0-85069674469"
"Mos A.; Murphy J.","Mos, Adrian (14827415200); Murphy, John (55678867800)","14827415200; 55678867800","Performance management in component-oriented systems using a Model Driven Architecture/spl trade/ approach","2002","Proceedings - 6th International Enterprise Distributed Object Computing Conference","2002-January","January","1137712","227","237","10","23","10.1109/EDOC.2002.1137712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936866238&doi=10.1109%2fEDOC.2002.1137712&partnerID=40&md5=4483ca0b5991041bd440e93098b808fb","Conference paper","Final","","Scopus","2-s2.0-84936866238"
