"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Hamdan B.; Zabihzadeh D.","Hamdan, Baida (57219480178); Zabihzadeh, Davood (56072496700)","57219480178; 56072496700","Large-Scale Local Online Similarity/Distance Learning Framework Based on Passive/Aggressive","2021","International Journal of Pattern Recognition and Artificial Intelligence","35","15","2151017","","","","1","10.1142/S0218001421510174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122323238&doi=10.1142%2fS0218001421510174&partnerID=40&md5=b444a1243bb3474466ad13cc01b852c8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85122323238"
"Lee J.; Job J.; Sample C.; Matula E.","Lee, Jinseong (57222009376); Job, Jason (57222004639); Sample, Clinton (57222008411); Matula, Emily (57191977710)","57222009376; 57222004639; 57222008411; 57191977710","Design of an Artificial Intelligence-Based Commercial Photobioreactor for Optimal Algae Growth in Space Life Support","2021","New Space","9","4","","232","243","11","3","10.1089/space.2021.0018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122238687&doi=10.1089%2fspace.2021.0018&partnerID=40&md5=8190ef28bc8d0b1f58d6870642aeffee","Article","Final","","Scopus","2-s2.0-85122238687"
"Islam N.; Altamimi M.; Haseeb K.; Siraj M.","Islam, Naveed (35173270600); Altamimi, Majid (36930092900); Haseeb, Khalid (55781860900); Siraj, Mohammad (36057141800)","35173270600; 36930092900; 55781860900; 36057141800","Secure and sustainable predictive framework for iot-based multimedia services using machine learning","2021","Sustainability (Switzerland)","13","23","13128","","","","20","10.3390/su132313128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120681117&doi=10.3390%2fsu132313128&partnerID=40&md5=5f63fcb5943f416c41c4b692ef702537","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120681117"
"Shaheen A.M.; El-Sehiemy R.A.; Alharthi M.M.; Ghoneim S.S.M.; Ginidi A.R.","Shaheen, Abdullah M. (58586745100); El-Sehiemy, Ragab A. (6504618921); Alharthi, Mosleh M. (6507406076); Ghoneim, Sherif S.M. (24080389200); Ginidi, Ahmed R. (56305614500)","58586745100; 6504618921; 6507406076; 24080389200; 56305614500","Multi-objective jellyfish search optimizer for efficient power system operation based on multi-dimensional OPF framework","2021","Energy","237","","121478","","","","71","10.1016/j.energy.2021.121478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111768517&doi=10.1016%2fj.energy.2021.121478&partnerID=40&md5=bbee91239b603b2c515f8d33d109a465","Article","Final","","Scopus","2-s2.0-85111768517"
"Sciortino F.; Howard N.T.; Reksoatmodjo R.; Foster A.R.; Hughes J.W.; Marmar E.S.; Miller M.A.; Mordijck S.; Odstrčil T.; Pütterich T.; Reinke M.L.; Rice J.E.; Rodriguez-Fernandez P.","Sciortino, F. (57202863080); Howard, N.T. (35074146500); Reksoatmodjo, R. (57193928650); Foster, A.R. (8938508800); Hughes, J.W. (7404720274); Marmar, E.S. (7005524260); Miller, M.A. (57208288039); Mordijck, S. (26030611400); Odstrčil, T. (55256258800); Pütterich, T. (9236581700); Reinke, M.L. (13907305500); Rice, J.E. (35356136900); Rodriguez-Fernandez, P. (57193508731)","57202863080; 35074146500; 57193928650; 8938508800; 7404720274; 7005524260; 57208288039; 26030611400; 55256258800; 9236581700; 13907305500; 35356136900; 57193508731","Experimental inference of neutral and impurity transport in Alcator C-Mod using high-resolution x-ray and ultra-violet spectra","2021","Nuclear Fusion","61","12","126060","","","","11","10.1088/1741-4326/ac32f2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120682320&doi=10.1088%2f1741-4326%2fac32f2&partnerID=40&md5=b7e7e5867ee7be4108f20dc18193ec4b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85120682320"
"McFowland E., III; Gangarapu S.; Bapna R.; Sun T.","McFowland, Edward (55498657800); Gangarapu, Sandeep (58783331800); Bapna, Ravi (7003835815); Sun, Tianshu (57207451220)","55498657800; 58783331800; 7003835815; 57207451220","A PRESCRIPTIVE ANALYTICS FRAMEWORK FOR OPTIMAL POLICY DEPLOYMENT USING HETEROGENEOUS TREATMENT EFFECTS","2021","MIS Quarterly: Management Information Systems","45","4","","1807","1832","25","10","10.25300/MISQ/2021/15684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180786940&doi=10.25300%2fMISQ%2f2021%2f15684&partnerID=40&md5=63b2d6ca5e2f491b4ca09b8be553845d","Article","Final","","Scopus","2-s2.0-85180786940"
"Hollingsworth J.; Ratz M.; Tanedo P.; Whiteson D.","Hollingsworth, Jacob (56903775300); Ratz, Michael (6602483230); Tanedo, Philip (9637146000); Whiteson, Daniel (57203215394)","56903775300; 6602483230; 9637146000; 57203215394","Efficient sampling of constrained high-dimensional theoretical spaces with machine learning","2021","European Physical Journal C","81","12","1138","","","","11","10.1140/epjc/s10052-021-09941-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121681041&doi=10.1140%2fepjc%2fs10052-021-09941-9&partnerID=40&md5=bcf0c2b836befdaada66dfaedd3bf080","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121681041"
"DeVitre C.L.; Allison C.M.; Gazel E.","DeVitre, Charlotte L. (57209830614); Allison, Chelsea M. (57198266598); Gazel, Esteban (12785643800)","57209830614; 57198266598; 12785643800","A high-precision CO2 densimeter for Raman spectroscopy using a Fluid Density Calibration Apparatus","2021","Chemical Geology","584","","120522","","","","17","10.1016/j.chemgeo.2021.120522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115024658&doi=10.1016%2fj.chemgeo.2021.120522&partnerID=40&md5=0a913de6dd7e337648dd3188f5fe2a30","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85115024658"
"Rodrigues D.; Silva A.","Rodrigues, Diego (57014435300); Silva, Altigran da (35335229600)","57014435300; 35335229600","A study on machine learning techniques for the schema matching network problem","2021","Journal of the Brazilian Computer Society","27","1","14","","","","5","10.1186/s13173-021-00119-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119695104&doi=10.1186%2fs13173-021-00119-5&partnerID=40&md5=81ca4e8d313cb9e63bde88ed74c4663a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85119695104"
"Park Y.; Hauschild A.-C.; Heider D.","Park, Youngjun (59062400800); Hauschild, Anne-Christin (56031840700); Heider, Dominik (16743488600)","59062400800; 56031840700; 16743488600","Transfer learning compensates limited data, batch effects and technological heterogeneity in single-cell sequencing","2021","NAR Genomics and Bioinformatics","3","4","lqab104","","","","7","10.1093/nargab/lqab104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123225178&doi=10.1093%2fnargab%2flqab104&partnerID=40&md5=7951f957cf3a940c08a887cb6ee794c4","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123225178"
"Wolfson M.; Hennawi J.F.; Davies F.B.; Oñorbe J.; Hiss H.; Lukić Z.","Wolfson, Molly (57311390500); Hennawi, Joseph F (6602249153); Davies, Frederick B (29067693900); Oñorbe, Jose (11239852400); Hiss, Hector (57195317727); Lukić, Zarija (23967797900)","57311390500; 6602249153; 29067693900; 11239852400; 57195317727; 23967797900","Improving IGM temperature constraints using wavelet analysis on high-redshift quasars","2021","Monthly Notices of the Royal Astronomical Society","508","4","","5493","5513","20","8","10.1093/mnras/stab2920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119526554&doi=10.1093%2fmnras%2fstab2920&partnerID=40&md5=a5a4d6d07c6d43124d5d984715cf603f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85119526554"
