"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","7th International Symposium on Search-Based Software Engineering, SSBSE 2015","2015","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9275","","","1","354","353","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951276529&partnerID=40&md5=2ddd99abeb9b2d0bb59d68811edc6a6b","Conference review","Final","","Scopus","2-s2.0-84951276529"
"Siegmund N.; Rosenmüller M.; Kuhlemann M.; Kästner C.; Saake G.","Siegmund, Norbert (25825645900); Rosenmüller, Marko (35240944800); Kuhlemann, Martin (20433849900); Kästner, Christian (35547901100); Saake, Gunter (7004621677)","25825645900; 35240944800; 20433849900; 35547901100; 7004621677","Measuring Non-functional properties in software product lines for product derivation","2008","Neonatal, Paediatric and Child Health Nursing","","","4724547","187","194","7","10","10.1109/APSEC.2008.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60849091069&doi=10.1109%2fAPSEC.2008.45&partnerID=40&md5=e64446e4af49ac048d76ef843f94f0d1","Conference paper","Final","","Scopus","2-s2.0-60849091069"
"Friesel D.; Elmenhorst K.; Kaiser L.; Müller M.; Spinczyk O.","Friesel, Daniel (57198801974); Elmenhorst, Kathrin (57336326300); Kaiser, Lennart (57223303970); Müller, Michael (57218311977); Spinczyk, Olaf (55978668800)","57198801974; 57336326300; 57223303970; 57218311977; 55978668800","kconfig-webconf: Retrofitting Performance Models onto Kconfig-Based Software Product Lines","2022","26th ACM International Systems and Software Product Line Conference, SPLC 2022 - Proceedings","B","","","58","61","3","2","10.1145/3503229.3547026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139174875&doi=10.1145%2f3503229.3547026&partnerID=40&md5=9efeb375b2c3fd513f283b707f27112f","Conference paper","Final","","Scopus","2-s2.0-85139174875"
"Bagheri E.; Ensan F.","Bagheri, Ebrahim (20435297000); Ensan, Faezeh (14053832600)","20435297000; 14053832600","Reliability estimation for component-based software product lines","2014","Canadian Journal of Electrical and Computer Engineering","37","2","6879361","94","112","18","4","10.1109/CJECE.2014.2323958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940332385&doi=10.1109%2fCJECE.2014.2323958&partnerID=40&md5=ed753606924c7ce1e60947fe886bce01","Article","Final","","Scopus","2-s2.0-84940332385"
"Luthmann L.; Gerecht T.; Lochau M.","Luthmann, Lars (57193568231); Gerecht, Timo (57205303163); Lochau, Malte (24802606700)","57193568231; 57205303163; 24802606700","Sampling strategies for product lines with unbounded parametric real-time constraints","2019","International Journal on Software Tools for Technology Transfer","21","6","","613","633","20","5","10.1007/s10009-019-00532-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073981857&doi=10.1007%2fs10009-019-00532-4&partnerID=40&md5=ae58bb368dfca5b04751d600eadeb47a","Article","Final","","Scopus","2-s2.0-85073981857"
"Güthing L.; Pett T.; Schaefer I.","Güthing, Lukas (58867354500); Pett, Tobias (57191031948); Schaefer, Ina (55152409100)","58867354500; 57191031948; 55152409100","Out-of-the-Box Prediction of Non-Functional Variant Properties Using Automated Machine Learning","2024","ACM International Conference Proceeding Series","","","","82","87","5","0","10.1145/3646548.3676546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203847250&doi=10.1145%2f3646548.3676546&partnerID=40&md5=6dbac4ee533f461b526ffaed19ac394a","Conference paper","Final","","Scopus","2-s2.0-85203847250"
"Pereira J.A.; Martinez J.; Gurudu H.K.; Krieter S.; Saake G.","Pereira, Juliana Alves (56023378200); Martinez, Jabier (55376565900); Gurudu, Hari Kumar (57203112289); Krieter, Sebastian (57186595700); Saake, Gunter (7004621677)","56023378200; 55376565900; 57203112289; 57186595700; 7004621677","Visual guidance for product line configuration using recommendations and non-functional properties","2018","Proceedings of the ACM Symposium on Applied Computing","","","","2058","2065","7","11","10.1145/3167132.3167353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050551341&doi=10.1145%2f3167132.3167353&partnerID=40&md5=ad4b4ca71c6e5a1cdeffe85695b5f8d4","Conference paper","Final","","Scopus","2-s2.0-85050551341"
"Asadi M.; Soltani S.; Gasevic D.; Hatala M.; Bagheri E.","Asadi, Mohsen (16199752700); Soltani, Samaneh (36608974600); Gasevic, Dragan (8549413500); Hatala, Marek (57203069442); Bagheri, Ebrahim (20435297000)","16199752700; 36608974600; 8549413500; 57203069442; 20435297000","Toward automated feature model configuration with optimizing non-functional requirements","2014","Information and Software Technology","56","9","","1144","1165","21","39","10.1016/j.infsof.2014.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901643063&doi=10.1016%2fj.infsof.2014.03.005&partnerID=40&md5=f02f5a79e7af4d37871eb13c224edad9","Article","Final","","Scopus","2-s2.0-84901643063"
"Ghezzi C.; Molzam Sharifloo A.","Ghezzi, Carlo (16512874900); Molzam Sharifloo, Amir (23390572700)","16512874900; 23390572700","Model-based verification of quantitative non-functional properties for software product lines","2013","Information and Software Technology","55","3","","508","524","16","54","10.1016/j.infsof.2012.07.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872926093&doi=10.1016%2fj.infsof.2012.07.017&partnerID=40&md5=c6cec005fc4487c1f4b94baa401b3d07","Conference paper","Final","","Scopus","2-s2.0-84872926093"
"Gwasem I.; Du W.; McAllister A.","Gwasem, Ibtesam (58703732700); Du, Weichang (7202953473); McAllister, Andrew (7005949298)","58703732700; 7202953473; 7005949298","Acquiring Testable NFRs Utilizing Goal Models Enhancing Application Requirements Analysis in Goal-Driven Software Product Lines","2023","International Conference on Engineering Technologies and Applied Sciences: Shaping the Future of Technology through Smart Computing and Engineering, ICETAS 2023","","","","","","","1","10.1109/ICETAS59148.2023.10346316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182260215&doi=10.1109%2fICETAS59148.2023.10346316&partnerID=40&md5=eae04054f0eedd988249b04ebaeb831a","Conference paper","Final","","Scopus","2-s2.0-85182260215"
"Pereira J.A.; Acher M.; Martin H.; Jézéquel J.-M.; Botterweck G.; Ventresque A.","Pereira, Juliana Alves (56023378200); Acher, Mathieu (35758465800); Martin, Hugo (57211178917); Jézéquel, Jean-Marc (35618077100); Botterweck, Goetz (24460344700); Ventresque, Anthony (23468296300)","56023378200; 35758465800; 57211178917; 35618077100; 24460344700; 23468296300","Learning software configuration spaces: A systematic literature review","2021","Journal of Systems and Software","182","","111044","","","","42","10.1016/j.jss.2021.111044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114450561&doi=10.1016%2fj.jss.2021.111044&partnerID=40&md5=ecba3100562f3148699814dafb924493","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85114450561"
"Dubslaff C.; Weis K.; Baier C.; Apel S.","Dubslaff, Clemens (55014530800); Weis, Kallistos (57427467600); Baier, Christel (57204676780); Apel, Sven (8725218400)","55014530800; 57427467600; 57204676780; 8725218400","Causality in Configurable Software Systems","2022","Proceedings - International Conference on Software Engineering","2022-May","","","325","337","12","15","10.1145/3510003.3510200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133510076&doi=10.1145%2f3510003.3510200&partnerID=40&md5=209fcef2a622313afeefd72ca8ac604d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133510076"
"Lillacka M.; Müllerb J.; Eiseneckera U.W.","Lillacka, Max (54420367300); Müllerb, Johannes (57198685425); Eiseneckera, Ulrich W. (57194222774)","54420367300; 57198685425; 57194222774","Improved prediction of non-functional properties in Software Product Lines with domain context","2013","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-213","","","185","198","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922707665&partnerID=40&md5=54c26ec6127b77b87871663fe02acf05","Conference paper","Final","","Scopus","2-s2.0-84922707665"
"","","","SBES 2009 - 23rd Brazilian Symposium on Software Engineering","2009","SBES 2009 - 23rd Brazilian Symposium on Software Engineering","","","","","","263","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74249092513&partnerID=40&md5=a0a6c9c524778bb7f9714755f3b00d57","Conference review","Final","","Scopus","2-s2.0-74249092513"
"Siegmund N.; Rosenmüller M.; Kuhlemann M.; Kästner C.; Saake G.","Siegmund, Norbert (25825645900); Rosenmüller, Marko (35240944800); Kuhlemann, Martin (20433849900); Kästner, Christian (35547901100); Saake, Gunter (7004621677)","25825645900; 35240944800; 20433849900; 35547901100; 7004621677","Measuring non-functional properties in software product lines for product derivation","2008","Proceedings - Asia-Pacific Software Engineering Conference, APSEC","","","4724547","187","194","7","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650549777&partnerID=40&md5=123233e4bd30d03337768b2af4ad7e34","Conference paper","Final","","Scopus","2-s2.0-67650549777"
"Pereira J.A.; Schulze S.; Krieter S.; Ribeiro M.; Saake G.","Pereira, Juliana Alves (56023378200); Schulze, Sandro (35225243700); Krieter, Sebastian (57186595700); Ribeiro, Márcio (57199329234); Saake, Gunter (7004621677)","56023378200; 35225243700; 57186595700; 57199329234; 7004621677","A context-aware recommender system for extended software product line configurations","2018","ACM International Conference Proceeding Series","","","","97","104","7","12","10.1145/3168365.3168373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044376567&doi=10.1145%2f3168365.3168373&partnerID=40&md5=e573019071ad84a4fb839c01c5b9fd8f","Conference paper","Final","","Scopus","2-s2.0-85044376567"
"Alves Pereira J.; Acher M.; Martin H.; Jézéquel J.-M.","Alves Pereira, Juliana (56023378200); Acher, Mathieu (35758465800); Martin, Hugo (57211178917); Jézéquel, Jean-Marc (35618077100)","56023378200; 35758465800; 57211178917; 35618077100","Sampling effect on performance prediction of configurable systems: A case study","2020","ICPE 2020 - Proceedings of the ACM/SPEC International Conference on Performance Engineering","","","","277","288","11","43","10.1145/3358960.3379137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085937290&doi=10.1145%2f3358960.3379137&partnerID=40&md5=8a19c36f93492287147e78e72bd0c59c","Conference paper","Final","","Scopus","2-s2.0-85085937290"
"Ghezzi C.; Sharifloo A.M.","Ghezzi, Carlo (16512874900); Sharifloo, Amir Molzam (23390572700)","16512874900; 23390572700","Verifying non-functional properties of software product lines: Towards an efficient approach using parametric model checking","2011","Proceedings - 15th International Software Product Line Conference, SPLC 2011","","","6030058","170","174","4","22","10.1109/SPLC.2011.33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054074056&doi=10.1109%2fSPLC.2011.33&partnerID=40&md5=9c624ca42d248c4522f98db5dbbde192","Conference paper","Final","","Scopus","2-s2.0-80054074056"
"Soares L.R.; Do Carmo Machado I.; De Almeida E.S.","Soares, Larissa Rocha (56442134800); Do Carmo Machado, Ivan (36998427800); De Almeida, Eduardo Santana (55666707600)","56442134800; 36998427800; 55666707600","Non-functional properties in software product lines: A reuse approach","2015","ACM International Conference Proceeding Series","21-23-January-2015","","","67","74","7","1","10.1145/2701319.2701326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961275728&doi=10.1145%2f2701319.2701326&partnerID=40&md5=9f0cf758280d4d4d85f3dca5a063af9e","Conference paper","Final","","Scopus","2-s2.0-84961275728"
"","","","ACM International Conference Proceeding Series","2015","ACM International Conference Proceeding Series","21-23-January-2015","","","","","127","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961245591&partnerID=40&md5=2051013f65f3ceead048f1b07c5058c7","Conference review","Final","","Scopus","2-s2.0-84961245591"
"Weckesser M.; Kluge R.; Pfannemüller M.; Matthé M.; Schürr A.; Becker C.","Weckesser, Markus (57183924700); Kluge, Roland (57031516400); Pfannemüller, Martin (57191586436); Matthé, Michael (57204436019); Schürr, Andy (11739683200); Becker, Christian (57225752577)","57183924700; 57031516400; 57191586436; 57204436019; 11739683200; 57225752577","Optimal reconfiguration of dynamic software product lines based on performance-influence models","2018","ACM International Conference Proceeding Series","1","","","98","109","11","18","10.1145/3233027.3233030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055594712&doi=10.1145%2f3233027.3233030&partnerID=40&md5=07e1afc4339d283904dfdda86665d87b","Conference paper","Final","","Scopus","2-s2.0-85055594712"
