"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Odejide B.J.; Bajeh A.O.; Balogun A.O.; Alanamu Z.O.; Adewole K.S.; Akintola A.G.; Salihu S.A.; Usman-Hamza F.E.; Mojeed H.A.","Odejide, Babajide J. (57820717800); Bajeh, Amos O. (55771428000); Balogun, Abdullateef O. (57218115934); Alanamu, Zubair O. (57760592600); Adewole, Kayode S. (57189331803); Akintola, Abimbola G. (57210414448); Salihu, Shakirat A. (57210420788); Usman-Hamza, Fatima E. (57219412818); Mojeed, Hammed A. (57212878694)","57820717800; 55771428000; 57218115934; 57760592600; 57189331803; 57210414448; 57210420788; 57219412818; 57212878694","An Empirical Study on Data Sampling Methods in Addressing Class Imbalance Problem in Software Defect Prediction","2022","Lecture Notes in Networks and Systems","501 LNNS","","","594","610","16","6","10.1007/978-3-031-09070-7_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135080125&doi=10.1007%2f978-3-031-09070-7_49&partnerID=40&md5=a9a71b38bad17ecba949f800c4db5a84","Conference paper","Final","","Scopus","2-s2.0-85135080125"
"Singh K.; Nair V.; Kumar M.; Shukla R.; Wander G.S.; Sahani A.K.","Singh, Kirti (57209231647); Nair, Varun (57188923729); Kumar, Mohit (57214630723); Shukla, Rahul (57666215900); Wander, Gurpreet S. (55402205800); Sahani, Ashish K. (6602349536)","57209231647; 57188923729; 57214630723; 57666215900; 55402205800; 6602349536","Machine Learning Algorithms for Atrioventricular Conduction Defects Prediction using ECG: A Comparative Study","2022","2022 IEEE Delhi Section Conference, DELCON 2022","","","","","","","3","10.1109/DELCON54057.2022.9753488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129400289&doi=10.1109%2fDELCON54057.2022.9753488&partnerID=40&md5=17d5ae56aa451c330cd48ba5bd911bde","Conference paper","Final","","Scopus","2-s2.0-85129400289"
"Bal P.R.; Shukla S.; Kumar S.","Bal, Pravas Ranjan (57191433124); Shukla, Suyash (57646019200); Kumar, Sandeep (57218539729)","57191433124; 57646019200; 57218539729","An approach to software defect prediction for small-sized datasets","2025","Applied Intelligence","55","6","560","","","","0","10.1007/s10489-025-06458-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000539811&doi=10.1007%2fs10489-025-06458-6&partnerID=40&md5=445ae10d555064b86a9900f6a46769d2","Article","Final","","Scopus","2-s2.0-105000539811"
"Begum M.; Shuvo M.H.; Ashraf I.; Mamun A.A.; Uddin J.; Samad M.A.","Begum, Momotaz (57201057622); Shuvo, Mehedi Hasan (58571479500); Ashraf, Imran (57195478761); Mamun, Abdullah Al (57197891748); Uddin, Jia (54994936900); Samad, Md Abdus (57220375948)","57201057622; 58571479500; 57195478761; 57197891748; 54994936900; 57220375948","Software Defects Identification: Results Using Machine Learning and Explainable Artificial Intelligence Techniques","2023","IEEE Access","11","","","132750","132765","15","7","10.1109/ACCESS.2023.3329051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179009119&doi=10.1109%2fACCESS.2023.3329051&partnerID=40&md5=77195b9c1726772c77989767e5772f7b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85179009119"
"Yamazaki T.; Hirokawa K.; Murakami A.; Baba M.; Muramatsu C.","Yamazaki, Tomoya (57217985799); Hirokawa, Koh (58714950000); Murakami, Akira (58712772600); Baba, Misato (58713213300); Muramatsu, Chisako (8569947500)","57217985799; 58714950000; 58712772600; 58713213300; 8569947500","Predicting Soldering Failure in Die-Cast Products Using a Surrogate Model Based on Geometrical Features","2024","Computer-Aided Design and Applications","21","4","","581","590","9","0","10.14733/cadaps.2024.581-590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177685129&doi=10.14733%2fcadaps.2024.581-590&partnerID=40&md5=4982d24fb6e1b0ffb37c6354b6a4bb35","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85177685129"
"Kanwar S.; Awasthi L.K.; Shrivastava V.","Kanwar, Shailza (57831811400); Awasthi, Lalit Kumar (35087336800); Shrivastava, Vivek (10739021800)","57831811400; 35087336800; 10739021800","Feature Selection with Stochastic Hill-Climbing Algorithm in Cross Project Defect Prediction","2022","2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022","","","","632","635","3","1","10.1109/ICACITE53722.2022.9823685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135438619&doi=10.1109%2fICACITE53722.2022.9823685&partnerID=40&md5=7684476c8be0f5ec45bf5fa8565d80f0","Conference paper","Final","","Scopus","2-s2.0-85135438619"
"Ali M.; Mazhar T.; Shahzad T.; Ghadi Y.Y.; Mohsin S.M.; Akber S.M.A.; Ali M.","Ali, Misbah (58832070000); Mazhar, Tehseen (57219034600); Shahzad, Tariq (57211482169); Ghadi, Yazeed Yasin (55797735700); Mohsin, Syed Muhammad (57221948140); Akber, Syed Muhammad Abrar (57202291781); Ali, Mohammed (59372037500)","58832070000; 57219034600; 57211482169; 55797735700; 57221948140; 57202291781; 59372037500","Analysis of Feature Selection Methods in Software Defect Prediction Models","2023","IEEE Access","11","","","145954","145974","20","12","10.1109/ACCESS.2023.3343249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180331877&doi=10.1109%2fACCESS.2023.3343249&partnerID=40&md5=cc5c43cae84702fc4202a11ea82e6591","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180331877"
"Jahangir M.A.; Tajwar M.A.; Marma W.; Islam M.S.","Jahangir, Md. Ariyan (58171707500); Tajwar, Md. Abtahi (58171107900); Marma, Waythin (58171707600); Islam, Md. Siyamul (57226706595)","58171707500; 58171107900; 58171707600; 57226706595","Intelligent Software Bug Prediction: An Empirical Approach","2023","International Conference on Robotics, Electrical and Signal Processing Techniques","2023-January","","","143","148","5","0","10.1109/ICREST57604.2023.10070026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151673667&doi=10.1109%2fICREST57604.2023.10070026&partnerID=40&md5=c2b5dfbc290dff33de7bbfb5a3673d2e","Conference paper","Final","","Scopus","2-s2.0-85151673667"
"Shen Y.; Hu S.; Cai S.; Chen M.","Shen, Yingyan (57809193200); Hu, Shaojie (57808634700); Cai, Siqi (57808909000); Chen, Mincheng (57043667300)","57809193200; 57808634700; 57808909000; 57043667300","Software Defect Prediction based on Bayesian Optimization Random Forest","2022","Proceedings - 2022 9th International Conference on Dependable Systems and Their Applications, DSA 2022","","","","1012","1013","1","8","10.1109/DSA56465.2022.00149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141391995&doi=10.1109%2fDSA56465.2022.00149&partnerID=40&md5=485be1f6c562f2b1d0334185354de9cd","Conference paper","Final","","Scopus","2-s2.0-85141391995"
"Yang Z.; Jin C.; Zhang Y.; Wang J.; Yuan B.; Li H.","Yang, Zhenyu (57450352900); Jin, Chufeng (57451247800); Zhang, Yue (59069969700); Wang, Jingjie (57451074400); Yuan, Bingchang (57450529400); Li, Heng (55657770400)","57450352900; 57451247800; 59069969700; 57451074400; 57450529400; 55657770400","Software Defect Prediction: An Ensemble Learning Approach","2022","Journal of Physics: Conference Series","2171","1","012008","","","","6","10.1088/1742-6596/2171/1/012008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124565864&doi=10.1088%2f1742-6596%2f2171%2f1%2f012008&partnerID=40&md5=c420ee666fa3bd3411b374b20e5c7000","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124565864"
