"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Alshehri Y.A.; Alnazzawi N.; Hijazi H.; Alharbi R.","Alshehri, Yasser Ali (57204568046); Alnazzawi, Noha (57190124338); Hijazi, Haneen (56083917500); Alharbi, Rawan (57194025637)","57204568046; 57190124338; 56083917500; 57194025637","Stratifying large software files to improve prediction performance in software defect prediction","2022","ACM International Conference Proceeding Series","","","","1","5","4","0","10.1145/3543895.3543924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147715324&doi=10.1145%2f3543895.3543924&partnerID=40&md5=4f52539a207299a4d642ace3728d4ece","Conference paper","Final","","Scopus","2-s2.0-85147715324"
"Chug A.; Dhall S.","Chug, Anuradha (56168650500); Dhall, Shafali (57207623775)","56168650500; 57207623775","Software defect prediction using supervised learning algorithm and unsupervised learning algorithm","2013","IET Conference Publications","2013","647 CP","","173","179","6","26","10.1049/cp.2013.2313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902086569&doi=10.1049%2fcp.2013.2313&partnerID=40&md5=54b68c5ca9885f65de0ba4ab1a58ccf1","Conference paper","Final","","Scopus","2-s2.0-84902086569"
"Ma J.","Ma, Jiawang (59051069700)","59051069700","Software defect prediction based on CS-BP neural network","2021","Journal of Physics: Conference Series","2010","1","012098","","","","0","10.1088/1742-6596/2010/1/012098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115107138&doi=10.1088%2f1742-6596%2f2010%2f1%2f012098&partnerID=40&md5=3eeefea70df994488e6abf340ff37f64","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115107138"
"Naseem R.; Khan B.; Ahmad A.; Almogren A.; Jabeen S.; Hayat B.; Shah M.A.","Naseem, Rashid (36998693900); Khan, Bilal (56654844100); Ahmad, Arshad (57214747469); Almogren, Ahmad (8970033500); Jabeen, Saima (55303145900); Hayat, Bashir (57194435918); Shah, Muhammad Arif (56405926500)","36998693900; 56654844100; 57214747469; 8970033500; 55303145900; 57194435918; 56405926500","Investigating tree family machine learning techniques for a predictive system to unveil software defects","2020","Complexity","2020","","6688075","","","","20","10.1155/2020/6688075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097819898&doi=10.1155%2f2020%2f6688075&partnerID=40&md5=a2921d663bd88d0b317086d636e611a1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097819898"
"Zhang Y.; Lo D.; Xia X.; Sun J.","Zhang, Yun (57267209400); Lo, David (35269388000); Xia, Xin (54586248800); Sun, Jianling (8324494900)","57267209400; 35269388000; 54586248800; 8324494900","An Empirical Study of Classifier Combination for Cross-Project Defect Prediction","2015","Proceedings - International Computer Software and Applications Conference","2","","7273627","264","269","5","95","10.1109/COMPSAC.2015.58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962193463&doi=10.1109%2fCOMPSAC.2015.58&partnerID=40&md5=fa1a8d83a3e54e2a805d1297ac8b224d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84962193463"
"Alsaraireh J.; Agoyi M.","Alsaraireh, Jameel (57680097800); Agoyi, Mary (36997059000)","57680097800; 36997059000","New Dataset for Software Defect Prediction Model","2022","10th International Conference on Smart Grid, icSmartGrid 2022","","","","306","308","2","0","10.1109/icSmartGrid55722.2022.9848620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137791732&doi=10.1109%2ficSmartGrid55722.2022.9848620&partnerID=40&md5=0c2bfab909453d646b9f0916c2a84e4f","Conference paper","Final","","Scopus","2-s2.0-85137791732"
"Guo C.; Dong M.; Wu Z.","Guo, Chenxi (57210799917); Dong, Ming (56865217800); Wu, Zhanyu (57212971319)","57210799917; 56865217800; 57212971319","Fault diagnosis of power transformers based on comprehensive machine learning of dissolved gas analysis","2019","Proceedings - IEEE International Conference on Dielectric Liquids","2019-June","","8796553","","","","17","10.1109/ICDL.2019.8796553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071458354&doi=10.1109%2fICDL.2019.8796553&partnerID=40&md5=a72d51f8342c78bbe99a8114f41c6624","Conference paper","Final","","Scopus","2-s2.0-85071458354"
"Yu H.; Zhang Y.; Li Q.; Jiang L.; Shang Y.","Yu, Hao (59147037500); Zhang, Ying (59671490200); Li, Qian (59671325900); Jiang, Libiao (7403475970); Shang, Yunpeng (59163066700)","59147037500; 59671490200; 59671325900; 7403475970; 59163066700","Research on software defect prediction based on machine learning; [基 于 机 器 学 习 的 软 件 缺 陷 预 测 研 究]","2025","Chongqing Daxue Xuebao/Journal of Chongqing University","48","2","","10","21","11","0","10.11835/j.issn.1000-582X.2025.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000145588&doi=10.11835%2fj.issn.1000-582X.2025.02.002&partnerID=40&md5=eac5d52068ab1500983871c5c6fe4bd1","Article","Final","","Scopus","2-s2.0-86000145588"
"Kaur A.; Kaur K.","Kaur, Arvinder (57548731500); Kaur, Kamadeep (57223048873)","57548731500; 57223048873","Micro-interaction metrics based software defect prediction with machine learning, immune inspired and evolutionary classifiers: An empirical study","2016","Smart Innovation, Systems and Technologies","50","","","221","233","12","2","10.1007/978-3-319-30933-0_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978288800&doi=10.1007%2f978-3-319-30933-0_24&partnerID=40&md5=cce4cf77b4fe1dfb28f06e6f509e07d7","Conference paper","Final","","Scopus","2-s2.0-84978288800"
"Khan B.; Naseem R.; Shah M.A.; Wakil K.; Khan A.; Uddin M.I.; Mahmoud M.","Khan, Bilal (56654844100); Naseem, Rashid (36998693900); Shah, Muhammad Arif (56405926500); Wakil, Karzan (56102803300); Khan, Atif (55993914900); Uddin, M. Irfan (55946660600); Mahmoud, Marwan (57207689789)","56654844100; 36998693900; 56405926500; 56102803300; 55993914900; 55946660600; 57207689789","Software Defect Prediction for Healthcare Big Data: An Empirical Evaluation of Machine Learning Techniques","2021","Journal of Healthcare Engineering","2021","","8899263","","","","53","10.1155/2021/8899263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103633798&doi=10.1155%2f2021%2f8899263&partnerID=40&md5=1561ff068bf1173002ef5c8a644994be","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85103633798"
"Ajay Prakash B.V.; Ashoka D.V.; Manjunath Aradya V.N.","Ajay Prakash, B.V. (57210102286); Ashoka, D.V. (55120808300); Manjunath Aradya, V.N. (57217096415)","57210102286; 55120808300; 57217096415","Exploration of Machine Learning Techniques for Defect Classification","2017","Lecture Notes in Networks and Systems","12","","","145","153","8","1","10.1007/978-981-10-3935-5_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106777134&doi=10.1007%2f978-981-10-3935-5_16&partnerID=40&md5=2af59156b4eab1613a66bd77f071692c","Book chapter","Final","","Scopus","2-s2.0-85106777134"
