"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Haroon M.; Tripathi M.M.; Ahmad J.; Ahmad S.; Husain M.","Haroon, Mohd (36546147500); Tripathi, Manish Madhav (36547161300); Ahmad, Jameel (57209542911); Ahmad, Shish (36699305200); Husain, Mohd (24724288300)","36546147500; 36547161300; 57209542911; 36699305200; 24724288300","Enhancing fault tolerance in distributed systems through machine learning techniques","2025","Emerging Trends in Computer Science and Its Application","","","","579","583","4","0","10.1201/9781003606635-101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216823939&doi=10.1201%2f9781003606635-101&partnerID=40&md5=1a4ed7509fb89e72581aae8bfce826b6","Book chapter","Final","","Scopus","2-s2.0-85216823939"
"Bal P.R.; Shukla S.; Kumar S.","Bal, Pravas Ranjan (57191433124); Shukla, Suyash (57646019200); Kumar, Sandeep (57218539729)","57191433124; 57646019200; 57218539729","An approach to software defect prediction for small-sized datasets","2025","Applied Intelligence","55","6","560","","","","0","10.1007/s10489-025-06458-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000539811&doi=10.1007%2fs10489-025-06458-6&partnerID=40&md5=445ae10d555064b86a9900f6a46769d2","Article","Final","","Scopus","2-s2.0-105000539811"
"","","","2nd International Conference on Data Science and Network Engineering, ICDSNE 2024","2025","Lecture Notes in Networks and Systems","1165","","","","","396","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219207241&partnerID=40&md5=61ee98be52b4664a8095aaa0aa34f7a0","Conference review","Final","","Scopus","2-s2.0-85219207241"
"Kojima Y.; Hirayama K.; Endo K.; Harada Y.; Muramatsu M.","Kojima, Yuta (57581372200); Hirayama, Kenta (57221780914); Endo, Katsuhiro (57205541849); Harada, Yoshihisa (55722740200); Muramatsu, Mayu (55619315120)","57581372200; 57221780914; 57205541849; 55722740200; 55619315120","Transfer-learning-aided defect prediction in simply shaped CFRP specimens based on stress distribution obtained from finite element analysis and infrared stress measurement","2025","Composites Part B: Engineering","291","","111958","","","","0","10.1016/j.compositesb.2024.111958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209748021&doi=10.1016%2fj.compositesb.2024.111958&partnerID=40&md5=26c827de907c1582a717aee098348174","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85209748021"
"Saraireh J.; Agoyi M.; Kassaymeh S.","Saraireh, Jameel (59562455500); Agoyi, Mary (36997059000); Kassaymeh, Sofian (57222151918)","59562455500; 36997059000; 57222151918","Adaptive Ensemble Learning Model-Based Binary White Shark Optimizer for Software Defect Classification","2025","International Journal of Computational Intelligence Systems","18","1","14","","","","0","10.1007/s44196-024-00716-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218127318&doi=10.1007%2fs44196-024-00716-0&partnerID=40&md5=8bb2f785851df472d0582954cef3305b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85218127318"
"Malhotra R.; Khan K.","Malhotra, Ruchika (15758058000); Khan, Kishwar (57219482367)","15758058000; 57219482367","A novel software defect prediction model using two-phase grey wolf optimisation for feature selection","2024","Cluster Computing","27","9","","12185","12207","22","4","10.1007/s10586-024-04599-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195380827&doi=10.1007%2fs10586-024-04599-w&partnerID=40&md5=5c01e942bb43f2d3c9615d3a9ca8fcc8","Article","Final","","Scopus","2-s2.0-85195380827"
"Fang C.-C.; Yeh C.-W.","Fang, Chih-Chiang (23982541400); Yeh, Chun-Wu (35241096000)","23982541400; 35241096000","Multi-objective optimization of software testing schedules for modular control Software, considering learning and negligence factors of testing Staffs","2025","Expert Systems with Applications","279","","127359","","","","0","10.1016/j.eswa.2025.127359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001711907&doi=10.1016%2fj.eswa.2025.127359&partnerID=40&md5=0315d8cd2203c702899c6cb43a61e121","Article","Final","","Scopus","2-s2.0-105001711907"
"Rai B.P.; Raghuvanshi C.S.","Rai, Bhanu Pratap (59647836000); Raghuvanshi, C.S. (58674296100)","59647836000; 58674296100","Analysis of Different Machine Learning Techniques for Defect Prediction of Software","2025","AIP Conference Proceedings","3254","1","020006","","","","0","10.1063/5.0247268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218685753&doi=10.1063%2f5.0247268&partnerID=40&md5=ee359b76c6f527aa7dc4540093d6e826","Conference paper","Final","","Scopus","2-s2.0-85218685753"
"Nadim M.; Hassan M.; Mandal A.K.; Roy C.K.; Roy B.; Schneider K.A.","Nadim, Md (57516873600); Hassan, Mohammad (59366426100); Mandal, Ashis Kumar (37048866200); Roy, Chanchal K. (36176304400); Roy, Banani (15064838600); Schneider, Kevin A. (7402470734)","57516873600; 59366426100; 37048866200; 36176304400; 15064838600; 7402470734","Comparative analysis of quantum and classical support vector classifiers for software bug prediction: an exploratory study","2025","Quantum Machine Intelligence","7","1","32","","","","0","10.1007/s42484-025-00236-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219635908&doi=10.1007%2fs42484-025-00236-w&partnerID=40&md5=ca677a426682619b3da77fad60553e7a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85219635908"
"Wei L.; Ke Y.; Zhu S.","Wei, LiJuan (59727084100); Ke, YuXin (59726740200); Zhu, SiYu (59725893600)","59727084100; 59726740200; 59725893600","A Heterogeneous Software Defect Prediction Method Based on Autoencoder and Adversarial Learning","2025","Lecture Notes in Networks and Systems","1290","","","31","41","10","0","10.1007/978-981-96-3161-2_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002052506&doi=10.1007%2f978-981-96-3161-2_3&partnerID=40&md5=83058db770b6f95eba87776e986418e8","Conference paper","Final","","Scopus","2-s2.0-105002052506"
"","","","1st International Conference on Computing and Emerging Technologies, ICCET 2023","2025","Communications in Computer and Information Science","2056 CCIS","","","","","431","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002158219&partnerID=40&md5=1affc853f2b47e6867c3838208a2dc3a","Conference review","Final","","Scopus","2-s2.0-105002158219"
"Singh R.O.; Gupta S.","Singh, Raghvendra Omprakash (57211006153); Gupta, Sunil (57226338433)","57211006153; 57226338433","Software defect prediction based model utilizing ensemble learning","2024","AIP Conference Proceedings","3156","1","030007","","","","0","10.1063/5.0227914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207499779&doi=10.1063%2f5.0227914&partnerID=40&md5=343c11b8ea8d158e9aebea51c74a7277","Conference paper","Final","","Scopus","2-s2.0-85207499779"
"Alhefdhi A.; Dam H.K.; Le-Cong T.; Le B.; Ghose A.","Alhefdhi, Abdulaziz (57205025763); Dam, Hoa Khanh (36605907400); Le-Cong, Thanh (57219762867); Le, Bach (57187852200); Ghose, Aditya (7103191960)","57205025763; 36605907400; 57219762867; 57187852200; 7103191960","Adversarial patch generation for automated program repair","2025","Software Quality Journal","33","1","12","","","","0","10.1007/s11219-025-09709-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217785781&doi=10.1007%2fs11219-025-09709-4&partnerID=40&md5=b2ac41efeb527b17b63b8bca4e596b86","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85217785781"
"Chen L.-F.; Zhang S.-P.; Qin Y.-Y.; Cao K.-X.; Du T.; Dai Q.","Chen, Li-Fang (35789552100); Zhang, Si-Peng (59652891800); Qin, Yang-Yang (59653614200); Cao, Ke-Xin (59653467800); Du, Tony (58044546900); Dai, Qi (57423342700)","35789552100; 59652891800; 59653614200; 59653467800; 58044546900; 57423342700","Software defect prediction based on support vector machine optimized by reverse differential chimp optimization algorithm","2025","International Journal of Data Science and Analytics","","","","","","","0","10.1007/s41060-025-00726-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218813361&doi=10.1007%2fs41060-025-00726-x&partnerID=40&md5=e997c8459b62c8da1667ae7780e6e1dd","Article","Article in press","","Scopus","2-s2.0-85218813361"
"Zaibi D.; Salhi M.; Tbarki K.; Ksantini R.","Zaibi, Dorra (56316649700); Salhi, Maroua (57299648500); Tbarki, Khaoula (57190950065); Ksantini, Riadh (25925910700)","56316649700; 57299648500; 57190950065; 25925910700","An incremental software defect detection model based on support vector machine","2025","Engineering Computations (Swansea, Wales)","42","1","","76","95","19","0","10.1108/EC-11-2023-0799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210450694&doi=10.1108%2fEC-11-2023-0799&partnerID=40&md5=6eb3b1122e6c8493cabde28b0519a54b","Article","Final","","Scopus","2-s2.0-85210450694"
"Varadharaj R.; Bright R.J.; Talawar S.V.","Varadharaj, Raja (57250486100); Bright, Renjin J. (57211916121); Talawar, Satish V. (59296207500)","57250486100; 57211916121; 59296207500","Defect Prediction on Aluminum-Stainless Steel Bimetallic Castings Using Non-destructive Testing with Machine Learning Algorithm","2024","Journal of Failure Analysis and Prevention","24","6","","2924","2936","12","0","10.1007/s11668-024-02046-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209637094&doi=10.1007%2fs11668-024-02046-x&partnerID=40&md5=3b83d308e0cd67699736fd759ec133f0","Article","Final","","Scopus","2-s2.0-85209637094"
"Sinaga B.L.; Ahmad S.; Abas Z.A.","Sinaga, Benyamin Langgu (57195637405); Ahmad, Sabrina (43061001500); Abas, Zuraida Abal (36871592400)","57195637405; 43061001500; 36871592400","On Using Instance Hardness Measures to Select Training Data for Software Defect Prediction","2025","AIP Conference Proceedings","3250","1","060004","","","","0","10.1063/5.0240572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217715838&doi=10.1063%2f5.0240572&partnerID=40&md5=9f35f89242e542b6c0352e555c300c3d","Conference paper","Final","","Scopus","2-s2.0-85217715838"
"Alam M.; Mustaqeem M.","Alam, Mahfooz (57202287390); Mustaqeem, Mohd (57223112377)","57202287390; 57223112377","Reinforcing defect prediction: a reinforcement learning approach to mitigate class imbalance in software defect prediction","2025","Iran Journal of Computer Science","8","1","121084","151","162","11","0","10.1007/s42044-024-00214-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000379934&doi=10.1007%2fs42044-024-00214-8&partnerID=40&md5=a3f5850e995902f7e117d1945ae180e1","Article","Final","","Scopus","2-s2.0-86000379934"
"Kansal M.; Sibal R.; Ram P.","Kansal, Mrignainy (58483933100); Sibal, Ritu (36700439700); Ram, Pancham (59507407900)","58483933100; 36700439700; 59507407900","An Analysis of Ethical Dimension of Machine Learning Models in Software Defect Prediction in Healthcare Sector","2025","Communications in Computer and Information Science","2245 CCIS","","","92","108","16","0","10.1007/978-3-031-77029-6_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214518150&doi=10.1007%2f978-3-031-77029-6_8&partnerID=40&md5=a3f6677b8ce3d5d7035f8d46700552fb","Conference paper","Final","","Scopus","2-s2.0-85214518150"
"Medhunhashini D.R.; Jeen Marseline K.S.","Medhunhashini, D.R. (57221193920); Jeen Marseline, K.S. (56884832500)","57221193920; 56884832500","A Hybrid Correlation Feature Selection Based Support Vector Machine (CFS-SVM) for Effective Software Defect Prediction","2025","Smart Innovation, Systems and Technologies","398","","","195","210","15","0","10.1007/978-981-97-5200-3_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218452761&doi=10.1007%2f978-981-97-5200-3_14&partnerID=40&md5=76cf41db1f5d82801e772c21c7e79fe5","Conference paper","Final","","Scopus","2-s2.0-85218452761"
"Shankar S.P.; Chaudhari S.S.","Shankar, Sahana P. (57216108507); Chaudhari, Shilpa Shashikant (56177436200)","57216108507; 56177436200","Analysis of Bio Inspired Based Hybrid Learning Model for Software Defect Prediction","2024","SN Computer Science","5","7","825","","","","0","10.1007/s42979-024-03171-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202167071&doi=10.1007%2fs42979-024-03171-y&partnerID=40&md5=9e7cada5157547056f03d93371fcf8eb","Article","Final","","Scopus","2-s2.0-85202167071"
"Taskeen A.; Khan S.U.R.; Mashkoor A.","Taskeen, Anam (58155132900); Khan, Saif Ur Rehman (55746684000); Mashkoor, Atif (35792330000)","58155132900; 55746684000; 35792330000","An adaptive synthetic sampling and batch generation-oriented hybrid approach for addressing class imbalance problem in software defect prediction","2024","Soft Computing","28","23","","13595","13614","19","0","10.1007/s00500-024-10378-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209726868&doi=10.1007%2fs00500-024-10378-x&partnerID=40&md5=d9842dcfefe6386425b3b3157030fe68","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85209726868"
"Kapse R.; Harsoor B.","Kapse, Rahul (59337314500); Harsoor, Bharati (36537035900)","59337314500; 36537035900","Source Code Pre-processing and Analysis to Extricate Features Using Abstract Syntax Tree","2025","Lecture Notes in Networks and Systems","1172 LNNS","","","261","269","8","0","10.1007/978-981-97-8631-2_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000459493&doi=10.1007%2f978-981-97-8631-2_15&partnerID=40&md5=4fbc2c656b025e634b85d3d3a925eaf9","Conference paper","Final","","Scopus","2-s2.0-86000459493"
"Petrovic A.; Jovanovic L.; Bacanin N.; Antonijevic M.; Savanovic N.; Zivkovic M.; Milovanovic M.; Gajic V.","Petrovic, Aleksandar (57220498816); Jovanovic, Luka (57208164323); Bacanin, Nebojsa (37028223900); Antonijevic, Milos (57207255354); Savanovic, Nikola (57194726428); Zivkovic, Miodrag (57208755936); Milovanovic, Marina (36992347600); Gajic, Vuk (57810928900)","57220498816; 57208164323; 37028223900; 57207255354; 57194726428; 57208755936; 36992347600; 57810928900","Exploring Metaheuristic Optimized Machine Learning for Software Defect Detection on Natural Language and Classical Datasets","2024","Mathematics","12","18","2918","","","","8","10.3390/math12182918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205128382&doi=10.3390%2fmath12182918&partnerID=40&md5=5ddea9d2e8d014490f6d76ff34dad247","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205128382"
"","","","2nd Analytics Global Conference, AGC 2024","2025","Communications in Computer and Information Science","2224 CCIS","","","","","266","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210519891&partnerID=40&md5=aa3414ca4d9610b673190ea0719753b9","Conference review","Final","","Scopus","2-s2.0-85210519891"
"Liu Q.; Xiao R.; Xu Y.; Xu J.; Chen S.","Liu, Qiang (57207791364); Xiao, Runquan (57210555742); Xu, Yuqing (58701274300); Xu, Jingyuan (57567529300); Chen, Shanben (55628577651)","57207791364; 57210555742; 58701274300; 57567529300; 55628577651","A defect classification algorithm for gas tungsten arc welding process based on unsupervised learning and few-shot learning strategy","2024","Journal of Manufacturing Processes","131","","","1219","1229","10","1","10.1016/j.jmapro.2024.09.084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205321694&doi=10.1016%2fj.jmapro.2024.09.084&partnerID=40&md5=d6a99d22e1519e6f8a1edf804dad4d6b","Article","Final","","Scopus","2-s2.0-85205321694"
"Sha Y.; Jiang Y.; Du J.; Hu Q.; Jiang F.","Sha, Yuqi (59415938200); Jiang, Yixuan (59490203400); Du, Junwei (55235436800); Hu, Qiang (55227879500); Jiang, Feng (35751215800)","59415938200; 59490203400; 55235436800; 55227879500; 35751215800","An Ensemble Learning Method Based on Neighborhood Random Super-Reduct for Software Defect Number Prediction","2025","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) ","15388 LNAI","","","64","80","16","0","10.1007/978-981-96-0814-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213351008&doi=10.1007%2f978-981-96-0814-0_5&partnerID=40&md5=76a623e0ee21e549ad0e60017b374846","Conference paper","Final","","Scopus","2-s2.0-85213351008"
"Joy J.S.; Sakib F.F.; Islam Juel M.S.; Prottasha M.R.; Karim R.","Joy, Jihad Shahriar (59710406600); Sakib, Fahim Faysal (59710041400); Islam Juel, Md. Sajjadul (57215302845); Prottasha, Mustary Rahman (59710101100); Karim, Razuan (58803543000)","59710406600; 59710041400; 57215302845; 59710101100; 58803543000","Performance Comparison of Ensemble and Supervised Models for Software Defect Prediction","2025","International Conference on Robotics, Electrical and Signal Processing Techniques","","","","234","238","4","0","10.1109/ICREST63960.2025.10914464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001120777&doi=10.1109%2fICREST63960.2025.10914464&partnerID=40&md5=b6d98e694fb9b88fb63111f039a90d0d","Conference paper","Final","","Scopus","2-s2.0-105001120777"
"Singh M.; Chhabra J.K.","Singh, Manpreet (59586998100); Chhabra, Jitender Kumar (6701779304)","59586998100; 6701779304","Machine learning based improved cross-project software defect prediction using new structural features in object oriented software","2024","Applied Soft Computing","165","","112082","","","","2","10.1016/j.asoc.2024.112082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201702897&doi=10.1016%2fj.asoc.2024.112082&partnerID=40&md5=4a2bd04d4451552bd4444cf10ce10977","Article","Final","","Scopus","2-s2.0-85201702897"
