"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Temple P.; Acher M.; Perrouin G.; Biggio B.; Jézéquel J.-M.; Roli F.","Temple, Paul (25825750000); Acher, Mathieu (35758465800); Perrouin, Gilles (8248069000); Biggio, Battista (23090165100); Jézéquel, Jean-Marc (35618077100); Roli, Fabio (57194734588)","25825750000; 35758465800; 8248069000; 23090165100; 35618077100; 57194734588","Towards qality assurance of software product lines with adversarial configurations","2019","ACM International Conference Proceeding Series","A","","","","","","9","10.1145/3336294.3336309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123041201&doi=10.1145%2f3336294.3336309&partnerID=40&md5=b3652bdd869dbdd70e52c57d8bb334fb","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85123041201"
"","","","23rd International Conference on Fundamental Approaches to Software Engineering, FASE 2020, held as part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2020","2020","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12076 LNCS","","","","","549","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084267894&partnerID=40&md5=4d0e23f4cf272da7a5d15affdb40bdf5","Conference review","Final","","Scopus","2-s2.0-85084267894"
"Galindo J.A.; Turner H.; Benavides D.; White J.","Galindo, José A. (55702520851); Turner, Hamilton (37030179500); Benavides, David (22333640600); White, Jules (55492761300)","55702520851; 37030179500; 22333640600; 55492761300","Testing variability-intensive systems using automated analysis: an application to Android","2016","Software Quality Journal","24","2","","365","405","40","36","10.1007/s11219-014-9258-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914147190&doi=10.1007%2fs11219-014-9258-y&partnerID=40&md5=db16f3289362a9be35c640219de845e4","Article","Final","","Scopus","2-s2.0-84914147190"
"Oh J.; Batory D.; Heradio R.","Oh, Jeho (57687936000); Batory, Don (7004911762); Heradio, Rubén (26421131300)","57687936000; 7004911762; 26421131300","Finding Near-optimal Configurations in Colossal Spaces with Statistical Guarantees","2023","ACM Transactions on Software Engineering and Methodology","33","1","7","","","","7","10.1145/3611663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176099656&doi=10.1145%2f3611663&partnerID=40&md5=d42f6ad30815e4c855c3efd341ca8b86","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85176099656"
"Martin H.; Temple P.; Acher M.; Pereira J.A.; Jézéquel J.-M.","Martin, Hugo (57211178917); Temple, Paul (25825750000); Acher, Mathieu (35758465800); Pereira, Juliana Alves (56023378200); Jézéquel, Jean-Marc (35618077100)","57211178917; 25825750000; 35758465800; 56023378200; 35618077100","Machine learning for feature constraints discovery","2022","Handbook of Re-Engineering Software Intensive Systems into Software Product Lines","","","","175","196","21","0","10.1007/978-3-031-11686-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160471275&doi=10.1007%2f978-3-031-11686-5_7&partnerID=40&md5=d0b6386e41e9027651c364e68cd17673","Book chapter","Final","","Scopus","2-s2.0-85160471275"
"Alférez M.; Lopez-Herrejón R.E.; Moreira A.; Amaral V.; Egyed A.","Alférez, Mauricio (26435065100); Lopez-Herrejón, Roberto E. (8961082000); Moreira, Ana (7201367686); Amaral, Vasco (7006676214); Egyed, Alexander (56235607600)","26435065100; 8961082000; 7201367686; 7006676214; 56235607600","Consistency checking in early Software Product Line Specifications - The VCC approach","2014","Journal of Universal Computer Science","20","5","","640","665","25","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904756853&partnerID=40&md5=e696c8c22a4d3d1be254db396c54af28","Article","Final","","Scopus","2-s2.0-84904756853"
"Kulkarni Y.S.; Kumar S.; Sodha N.S.; Kulkarni S.C.","Kulkarni, Y.S. (58334717300); Kumar, S. (59050439600); Sodha, N.S. (55550949400); Kulkarni, S.C. (58464261200)","58334717300; 59050439600; 55550949400; 58464261200","Cyber Secured Grid Operations with Machine Learning Implementation - A Case Study","2021","CIGRE Science and Engineering","2021","23","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130517700&partnerID=40&md5=ecda4cfe313eed9316b703f7298ab953","Article","Final","","Scopus","2-s2.0-85130517700"
"Constantin A.; Förstner R.","Constantin, Andrei (58942954300); Förstner, Roger (55845761500)","58942954300; 55845761500","MULTI-OBJECTIVE GENETIC ALGORITHM BASED METHOD FOR SATELLITE PAYLOADS CONFIGURATION DESIGN OPTIMIZATION","2023","Proceedings of the International Astronautical Congress, IAC","2023-October","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187991730&partnerID=40&md5=5103c6968870a2ec6f2b527f74010dd4","Conference paper","Final","","Scopus","2-s2.0-85187991730"
"Tavares C.; Nascimento N.; Alencar P.; Cowan D.","Tavares, Cristina (57468065700); Nascimento, Nathalia (57219458130); Alencar, Paulo (6604014338); Cowan, Donald (7202126389)","57468065700; 57219458130; 6604014338; 7202126389","Adaptive Method for Machine Learning Model Selection in Data Science Projects","2022","Proceedings - 2022 IEEE International Conference on Big Data, Big Data 2022","","","","2682","2688","6","2","10.1109/BigData55660.2022.10020386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147950225&doi=10.1109%2fBigData55660.2022.10020386&partnerID=40&md5=9e7070a58bc3e6dfac79da831c2278c9","Conference paper","Final","","Scopus","2-s2.0-85147950225"
"","","","Proceedings - IEEE 21st International Conference on Software Architecture Companion, ICSA-C 2024","2024","Proceedings - IEEE 21st International Conference on Software Architecture Companion, ICSA-C 2024","","","","","","391","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203181128&partnerID=40&md5=f159a527c02a7d882bfacb93a2148324","Conference review","Final","","Scopus","2-s2.0-85203181128"
