"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Marchezan L.; Assunção W.K.G.; Michelon G.; Herac E.; Egyed A.","Marchezan, Luciano (57195371669); Assunção, Wesley K. G. (37361009900); Michelon, Gabriela (57201497985); Herac, Edvin (57912978700); Egyed, Alexander (56235607600)","57195371669; 37361009900; 57201497985; 57912978700; 56235607600","Code Smell Analysis in Cloned Java Variants: the Apo-games Case Study","2022","26th ACM International Systems and Software Product Line Conference, SPLC 2022 - Proceedings","A","","","250","254","4","3","10.1145/3546932.3547015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139116073&doi=10.1145%2f3546932.3547015&partnerID=40&md5=778ee1a4b024fd032980e0a8a43571cc","Conference paper","Final","","Scopus","2-s2.0-85139116073"
"Lengauer P.; Bitto V.; Angerer F.; Grünbacher P.; Mössenböck H.","Lengauer, Philipp (55936581000); Bitto, Verena (56099896600); Angerer, Florian (55654960200); Grünbacher, Paul (55938737100); Mössenböck, Hanspeter (55901666200)","55936581000; 56099896600; 55654960200; 55938737100; 55901666200","Where has all my memory gone? Determining memory characteristics of product variants using virtual-machine-level monitoring","2014","ACM International Conference Proceeding Series","","","","","","","1","10.1145/2556624.2556628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897637982&doi=10.1145%2f2556624.2556628&partnerID=40&md5=5ac5c19edd096deefec85dc26781350b","Conference paper","Final","","Scopus","2-s2.0-84897637982"
"Olaechea R.; Stewart S.; Czarnecki K.; Rayside D.","Olaechea, Rafael (55554790700); Stewart, Steven (55553846400); Czarnecki, Krzysztof (6603948729); Rayside, Derek (6603182705)","55554790700; 55553846400; 6603948729; 6603182705","Modelling and multi-objective optimization of quality attributes in variability-rich software","2012","4th International Workshop on Nonfunctional System Properties in Domain Specific Modeling Languages, NFPinDSML 2012","","","","3","17","14","52","10.1145/2420942.2420944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872237050&doi=10.1145%2f2420942.2420944&partnerID=40&md5=106559f4696bcb277796876d7ca5bbdb","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84872237050"
"Pereira J.A.; Acher M.; Martin H.; Jézéquel J.-M.; Botterweck G.; Ventresque A.","Pereira, Juliana Alves (56023378200); Acher, Mathieu (35758465800); Martin, Hugo (57211178917); Jézéquel, Jean-Marc (35618077100); Botterweck, Goetz (24460344700); Ventresque, Anthony (23468296300)","56023378200; 35758465800; 57211178917; 35618077100; 24460344700; 23468296300","Learning software configuration spaces: A systematic literature review","2021","Journal of Systems and Software","182","","111044","","","","42","10.1016/j.jss.2021.111044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114450561&doi=10.1016%2fj.jss.2021.111044&partnerID=40&md5=ecba3100562f3148699814dafb924493","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85114450561"
"Siegmund N.; Rosenmüller M.; Kuhlemann M.; Kästner C.; Apel S.; Saake G.","Siegmund, Norbert (25825645900); Rosenmüller, Marko (35240944800); Kuhlemann, Martin (20433849900); Kästner, Christian (35547901100); Apel, Sven (8725218400); Saake, Gunter (7004621677)","25825645900; 35240944800; 20433849900; 35547901100; 8725218400; 7004621677","SPL Conqueror: Toward optimization of non-functional properties in software product lines","2012","Software Quality Journal","20","3-4","","487","517","30","139","10.1007/s11219-011-9152-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865652421&doi=10.1007%2fs11219-011-9152-9&partnerID=40&md5=bf85905c5f69cf761a11661012b7e44e","Article","Final","","Scopus","2-s2.0-84865652421"
"Zhou J.; Lu Y.; Lundqvist K.; Lönn H.; Karlsson D.; Liwång B.","Zhou, Jiale (55603161700); Lu, Yue (55506513500); Lundqvist, Kristina (6602691527); Lönn, Henrik (6701352670); Karlsson, Daniel (57513432200); Liwång, Bo (12143465900)","55603161700; 55506513500; 6602691527; 6701352670; 57513432200; 12143465900","Towards feature-oriented requirements validation for automotive systems","2014","2014 IEEE 22nd International Requirements Engineering Conference, RE 2014 - Proceedings","","","6912294","428","436","8","19","10.1109/RE.2014.6912294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909957453&doi=10.1109%2fRE.2014.6912294&partnerID=40&md5=04d38a58768ed70d22f1d055397a6201","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84909957453"
"Derras M.; Deruelle L.; Douin J.-M.; Levy N.; Losavio F.; Oumarou Mahamane R.; Reiner V.","Derras, M. (56080687600); Deruelle, L. (6506080527); Douin, J.-M. (6603992003); Levy, N. (7202957459); Losavio, F. (6701629088); Oumarou Mahamane, R. (57211242274); Reiner, V. (57210791237)","56080687600; 6506080527; 6603992003; 7202957459; 6701629088; 57211242274; 57210791237","Approach for variability management of legal rights in human resources software product lines","2019","ICSOFT 2019 - Proceedings of the 14th International Conference on Software Technologies","","","","514","521","7","1","10.5220/0007955905140521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073114206&doi=10.5220%2f0007955905140521&partnerID=40&md5=834b9e447d08788aaf8bb90ccf91bd97","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85073114206"
"","","","16th International Conference on Software Reuse, ICSR 2017","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10221 LNCS","","","1","213","212","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019180194&partnerID=40&md5=2831acd38e6b395b3b7c320ecf4f48ab","Conference review","Final","","Scopus","2-s2.0-85019180194"
"Siegmund N.; Mory M.; Feigenspan J.; Saake G.; Nykolaychuk M.; Schumann M.","Siegmund, Norbert (25825645900); Mory, Maik (55213186700); Feigenspan, Janet (35112938100); Saake, Gunter (7004621677); Nykolaychuk, Mykhaylo (55247420100); Schumann, Marco (56747462100)","25825645900; 55213186700; 35112938100; 7004621677; 55247420100; 56747462100","Interoperability of non-functional requirements in complex systems","2012","2012 2nd International Workshop on Software Engineering for Embedded Systems, SEES 2012 - Proceedings","","","6225487","2","8","6","4","10.1109/SEES.2012.6225487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864134426&doi=10.1109%2fSEES.2012.6225487&partnerID=40&md5=8ec648323fb3fda7b7ab83a6c8fe29f5","Conference paper","Final","","Scopus","2-s2.0-84864134426"
"Güthing L.; Pett T.; Schaefer I.","Güthing, Lukas (58867354500); Pett, Tobias (57191031948); Schaefer, Ina (55152409100)","58867354500; 57191031948; 55152409100","Out-of-the-Box Prediction of Non-Functional Variant Properties Using Automated Machine Learning","2024","ACM International Conference Proceeding Series","","","","82","87","5","0","10.1145/3646548.3676546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203847250&doi=10.1145%2f3646548.3676546&partnerID=40&md5=6dbac4ee533f461b526ffaed19ac394a","Conference paper","Final","","Scopus","2-s2.0-85203847250"
