"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Munoz D.-J.; Pinto M.; Fuentes L.","Munoz, Daniel-Jesus (57195945082); Pinto, Mónica (7202889740); Fuentes, Lidia (7006580503)","57195945082; 7202889740; 7006580503","Green software development and research with the HADAS toolkit","2017","ACM International Conference Proceeding Series","Part F130530","","","205","211","6","4","10.1145/3129790.3129818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037738418&doi=10.1145%2f3129790.3129818&partnerID=40&md5=2f09ffe09dcd79cd00db3b262461deac","Conference paper","Final","","Scopus","2-s2.0-85037738418"
"Na G.-D.; Kameier F.; Springer N.; Mauß M.; Paschereit C.O.","Na, Gi-Don (57191531355); Kameier, Frank (6506103368); Springer, Nils (57191528036); Mauß, Michael (57191525092); Paschereit, C.O. (6603662747)","57191531355; 6506103368; 57191528036; 57191525092; 6603662747","URANS simulations and experimental investigations on unsteady aerodynamic effects in the blade tip region of a shrouded fan configuration","2017","Proceedings of the ASME Turbo Expo","1","","","","","","9","10.1115/GT2017-63680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029002939&doi=10.1115%2fGT2017-63680&partnerID=40&md5=e02c5add74278d285c8319a7759824e9","Conference paper","Final","","Scopus","2-s2.0-85029002939"
"Na G.-D.; Kameier F.; Springer N.; Mauß M.","Na, Gi-Don (57191531355); Kameier, Frank (6506103368); Springer, Nils (57191528036); Mauß, Michael (57191525092)","57191531355; 6506103368; 57191528036; 57191525092","Numerical simulations of unsteady aerodynamic effects in the blade tip region of cooling fans","2016","Proceedings of the ASME Turbo Expo","1","","","","","","5","10.1115/GT2016-57786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991396187&doi=10.1115%2fGT2016-57786&partnerID=40&md5=c8023b6df792c97f73c8aa7e106d3b0b","Conference paper","Final","","Scopus","2-s2.0-84991396187"
"Li W.H.; Tan N.T.C.; Ngoh Z.L.; Yu J.J.; Tan Y.Y.; Teo H.T.E.","Li, Wen Hao (58945688700); Tan, Nelson Teck Chong (58945688800); Ngoh, Zhi Lin (57203842225); Yu, Jong Jen (55844207300); Tan, Y.Y. (58945174400); Teo, Hang Tong Edwin (7006574280)","58945688700; 58945688800; 57203842225; 55844207300; 58945174400; 7006574280","Thermoacoustic performance of 100 kHz wide-band packaged projector in water tank with three-dimensional graphene","2024","Journal of Thermal Stresses","47","4","","489","501","12","1","10.1080/01495739.2024.2321211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188127717&doi=10.1080%2f01495739.2024.2321211&partnerID=40&md5=461b2a6b7f2d7e9737870ddc5c266b2e","Article","Final","","Scopus","2-s2.0-85188127717"
"Weber M.; Apel S.; Siegmund N.","Weber, Max (57222238804); Apel, Sven (8725218400); Siegmund, Norbert (25825645900)","57222238804; 8725218400; 25825645900","White-Box Performance-Influence Models: A Profiling and Learning Approach (Replication Package)","2021","Proceedings - International Conference on Software Engineering","","","","232","233","1","7","10.1109/ICSE-Companion52605.2021.00107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115685898&doi=10.1109%2fICSE-Companion52605.2021.00107&partnerID=40&md5=e21dfcbe405af34afac6bf459fd7ba18","Conference paper","Final","","Scopus","2-s2.0-85115685898"
"Snell D.","Snell, David (7004048265)","7004048265","Measurement of noise associated with model transformer cores","2008","Journal of Magnetism and Magnetic Materials","320","20","","e535","e538","3","38","10.1016/j.jmmm.2008.04.143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849125138&doi=10.1016%2fj.jmmm.2008.04.143&partnerID=40&md5=e69171f2b0550e3ebfe7516f6374df66","Article","Final","","Scopus","2-s2.0-47849125138"
"Kim H.; Ricketts T.A.","Kim, Hannah (55867416800); Ricketts, Todd A. (35223947800)","55867416800; 35223947800","Test-retest reliability of probe-microphone verification in children fitted with open and closed hearing aid tips","2013","Journal of the American Academy of Audiology","24","7","","635","642","7","1","10.3766/jaaa.24.7.11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884750220&doi=10.3766%2fjaaa.24.7.11&partnerID=40&md5=7d7a774eefae6787dd61c2827a8e4883","Article","Final","","Scopus","2-s2.0-84884750220"
"Periyasamy K.; Parthasarathy Natarajan K.","Periyasamy, Kaleeswaran (58198500700); Parthasarathy Natarajan, Kadiresh (57441130200)","58198500700; 57441130200","Supersonic jet noise and screech tone suppression using cross-wire","2024","International Journal of Aeroacoustics","23","1-2","","5","19","14","0","10.1177/1475472X231225628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181189687&doi=10.1177%2f1475472X231225628&partnerID=40&md5=766c3eb25d03c073d605f993c09d8918","Article","Final","","Scopus","2-s2.0-85181189687"
"Wang Y.; Xu C.; Wan Y.; Li J.; Yu H.; Ren L.","Wang, Yonghua (55976811300); Xu, Chengyu (56003130900); Wan, Yanling (25630007400); Li, Jing (55983813400); Yu, Huadong (16508337800); Ren, Luquan (7202372019)","55976811300; 56003130900; 25630007400; 55983813400; 16508337800; 7202372019","A modal approach for the efficient analysis of a bionic multi-layer sound absorption structure","2016","Steel and Composite Structures","21","2","","249","266","17","1","10.12989/scs.2016.21.2.249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976262140&doi=10.12989%2fscs.2016.21.2.249&partnerID=40&md5=ba1b349548897d312bda6ad5fdfb3a64","Article","Final","","Scopus","2-s2.0-84976262140"
"Zhang G.; Ye H.; Lin Y.","Zhang, Guoheng (16445331600); Ye, Huilin (7201887885); Lin, Yuqing (26643062500)","16445331600; 7201887885; 26643062500","Quality attributes assessment for feature-based product configuration in software product line","2010","Proceedings - Asia-Pacific Software Engineering Conference, APSEC","","","5693189","137","146","9","10","10.1109/APSEC.2010.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951729067&doi=10.1109%2fAPSEC.2010.25&partnerID=40&md5=d591d03fb3d4133be40d34b0af219080","Conference paper","Final","","Scopus","2-s2.0-79951729067"
