"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Mehmood I.; Shahid S.; Hussain H.; Khan I.; Ahmad S.; Rahman S.; Ullah N.; Huda S.","Mehmood, Iqra (58346305900); Shahid, Sidra (58346937300); Hussain, Hameed (36069652500); Khan, Inayat (57189853778); Ahmad, Shafiq (57209916514); Rahman, Shahid (57203457556); Ullah, Najeeb (57209472966); Huda, Shamsul (25823733700)","58346305900; 58346937300; 36069652500; 57189853778; 57209916514; 57203457556; 57209472966; 25823733700","A Novel Approach to Improve Software Defect Prediction Accuracy Using Machine Learning","2023","IEEE Access","11","","","63579","63597","18","18","10.1109/ACCESS.2023.3287326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162880626&doi=10.1109%2fACCESS.2023.3287326&partnerID=40&md5=c8b658b326999fda40afab58c3b02064","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85162880626"
"Malhotra R.; Khan K.","Malhotra, Ruchika (15758058000); Khan, Kishwar (57219482367)","15758058000; 57219482367","A novel software defect prediction model using two-phase grey wolf optimisation for feature selection","2024","Cluster Computing","27","9","","12185","12207","22","4","10.1007/s10586-024-04599-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195380827&doi=10.1007%2fs10586-024-04599-w&partnerID=40&md5=5c01e942bb43f2d3c9615d3a9ca8fcc8","Article","Final","","Scopus","2-s2.0-85195380827"
"Rebro D.A.; Chren S.; Rossi B.","Rebro, Dominik Arne (58078981700); Chren, Stanislav (56277847300); Rossi, Bruno (8935277000)","58078981700; 56277847300; 8935277000","Source Code Metrics for Software Defects Prediction","2023","Proceedings of the ACM Symposium on Applied Computing","","","","1469","1472","3","5","10.1145/3555776.3577809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162874180&doi=10.1145%2f3555776.3577809&partnerID=40&md5=575032680777bf3f14e61c5348de3a48","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85162874180"
"Fawad-Ul-Hassan Gillani S.; Nadeem A.; Rizwan M.","Fawad-Ul-Hassan Gillani, Syed (58070653700); Nadeem, Aamer (21935004800); Rizwan, Muhammad (57538534100)","58070653700; 21935004800; 57538534100","An Effective Undersampling Approach to Deal with Class Imbalance Problem in Software Defect Prediction","2022","Proceedings of 2022 19th International Bhurban Conference on Applied Sciences and Technology, IBCAST 2022","","","","225","230","5","0","10.1109/IBCAST54850.2022.9990218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146490842&doi=10.1109%2fIBCAST54850.2022.9990218&partnerID=40&md5=17f49176b050dd1bc0096f9502e8afb6","Conference paper","Final","","Scopus","2-s2.0-85146490842"
"Xu F.; Sun Z.","Xu, Fanjiang (8552693700); Sun, Zeyu (57211525326)","8552693700; 57211525326","Defect-Introducing Defect Prediction Testing","2024","Proceedings - 2024 IEEE 24th International Conference on Software Quality, Reliability and Security Companion, QRS-C 2024","","","","401","410","9","0","10.1109/QRS-C63300.2024.00057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209810295&doi=10.1109%2fQRS-C63300.2024.00057&partnerID=40&md5=d2e6c43b6800515ea474c61dc6bdd204","Conference paper","Final","","Scopus","2-s2.0-85209810295"
"Juneja S.; Bhathal G.S.; Sidhu B.K.","Juneja, Shallu (57216356132); Bhathal, Gurjit Singh (57207908791); Sidhu, Brahmaleen K. (57201698524)","57216356132; 57207908791; 57201698524","Current Trends and Literature Review of Machine Learning Models for Predicting Software Fault Based onTextual and Numeric Data","2023","AIP Conference Proceedings","2916","1","030007","","","","0","10.1063/5.0179256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181560105&doi=10.1063%2f5.0179256&partnerID=40&md5=002ea1bfaeb13837a215ca4c9a46f522","Conference paper","Final","","Scopus","2-s2.0-85181560105"
"Saini S.; Bhagwan J.; Rani S.; Kumar S.; Godara S.; Chaba Y.","Saini, Sushma (59411060300); Bhagwan, Jai (57225106654); Rani, Seema (58948380400); Kumar, Sanjeev (58146341100); Godara, Sunila (56803735700); Chaba, Yogesh (26326741300)","59411060300; 57225106654; 58948380400; 58146341100; 56803735700; 26326741300","Early Software Bug Prediction: A Literature Review and Current Trends","2024","15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024","2","","","5573","5582","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209083503&partnerID=40&md5=c7b0ae81d49d18a088887d23db93a0ca","Conference paper","Final","","Scopus","2-s2.0-85209083503"
"Gautam S.; Khunteta A.; Ghosh D.","Gautam, Shikha (58717426500); Khunteta, Ajay (57192182612); Ghosh, Debolina (57169524000)","58717426500; 57192182612; 57169524000","A Review on Software Defect Prediction Using Machine Learning","2022","ACM International Conference Proceeding Series","","","81","","","","0","10.1145/3590837.3590918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162241693&doi=10.1145%2f3590837.3590918&partnerID=40&md5=738f26c7775ddfdcbaa63d24a6bd66cb","Conference paper","Final","","Scopus","2-s2.0-85162241693"
"Chen Z.-Y.; Huang C.-Y.; Lin J.-R.; Fang C.-C.; Chu W.C.-C.","Chen, Zong-Yi (59366947600); Huang, Chin-Yu (59329674800); Lin, Jing-Rong (59367158400); Fang, Chih-Chiang (23982541400); Chu, William Cheng-Chung (56924327000)","59366947600; 59329674800; 59367158400; 23982541400; 56924327000","Employing CNN with Spatial Pyramid Pooling for Predicting Software Defects through Image Analysis","2024","IEEE International Conference on Software Quality, Reliability and Security, QRS","","","","318","327","9","0","10.1109/QRS62785.2024.00039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206392487&doi=10.1109%2fQRS62785.2024.00039&partnerID=40&md5=49fed519af02b9f860bbc5d8bd5a712e","Conference paper","Final","","Scopus","2-s2.0-85206392487"
"Bhat N.A.; Farooq S.U.","Bhat, Nayeem Ahmad (59227912900); Farooq, Sheikh Umar (55259943800)","59227912900; 55259943800","An empirical evaluation of defect prediction approaches in within-project and cross-project context","2023","Software Quality Journal","31","3","","917","946","29","7","10.1007/s11219-023-09615-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149218112&doi=10.1007%2fs11219-023-09615-7&partnerID=40&md5=4fb135c10279cc5528e339d0ff4cbd8e","Article","Final","","Scopus","2-s2.0-85149218112"
